ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,BEST,BEST_lower,BEST_upper,EA_first_difference,EA_first_difference_lower,EA_first_difference_upper,EA_seasonal_difference,EA_seasonal_difference_lower,EA_seasonal_difference_upper,EA_seasonal_first_difference,EA_seasonal_first_difference_lower,EA_seasonal_first_difference_upper,EPNP_first_difference,EPNP_first_difference_lower,EPNP_first_difference_upper,EPNP_seasonal_difference,EPNP_seasonal_difference_lower,EPNP_seasonal_difference_upper,EPNP_seasonal_first_difference,EPNP_seasonal_first_difference_lower,EPNP_seasonal_first_difference_upper,NAO_first_difference,NAO_first_difference_lower,NAO_first_difference_upper,NAO_seasonal_difference,NAO_seasonal_difference_lower,NAO_seasonal_difference_upper,NAO_seasonal_first_difference,NAO_seasonal_first_difference_lower,NAO_seasonal_first_difference_upper,NINA,NINA_lower,NINA_upper,ONI,ONI_lower,ONI_upper,PNA_first_difference,PNA_first_difference_lower,PNA_first_difference_upper,PNA_seasonal_difference,PNA_seasonal_difference_lower,PNA_seasonal_difference_upper,PNA_seasonal_first_difference,PNA_seasonal_first_difference_lower,PNA_seasonal_first_difference_upper,WP_first_difference,WP_first_difference_lower,WP_first_difference_upper,WP_seasonal_difference,WP_seasonal_difference_lower,WP_seasonal_difference_upper,WP_seasonal_first_difference,WP_seasonal_first_difference_lower,WP_seasonal_first_difference_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1970-01-01,12.606902064870425,-0.6465763573677861,1.8618849619616447,12.606902064870425,12.606902064870425,-0.12473704650076702,-0.12473704650076702,-0.12473704650076702,0.009219740554440277,0.009219740554440277,0.009219740554440277,-0.015579647978372406,-0.015579647978372406,-0.015579647978372406,0.000978972352633219,0.000978972352633219,0.000978972352633219,0.009563035622417266,0.009563035622417266,0.009563035622417266,0.03208733246013162,0.03208733246013162,0.03208733246013162,-0.009808531298571871,-0.009808531298571871,-0.009808531298571871,-0.0862222889490219,-0.0862222889490219,-0.0862222889490219,-0.06442581190985693,-0.06442581190985693,-0.06442581190985693,-0.017745496428618463,-0.017745496428618463,-0.017745496428618463,-0.16209882749697035,-0.16209882749697035,-0.16209882749697035,0.33732269750350885,0.33732269750350885,0.33732269750350885,0.2178621169356302,0.2178621169356302,0.2178621169356302,-0.42083259546911794,-0.42083259546911794,-0.42083259546911794,-0.014712971694689752,-0.014712971694689752,-0.014712971694689752,-0.16400388504789146,-0.16400388504789146,-0.16400388504789146,-0.3380026319304899,-0.3380026319304899,-0.3380026319304899,0.16325532142076518,0.16325532142076518,0.16325532142076518,-12.034211645125744,-12.034211645125744,-12.034211645125744,-0.6478805178548414,-0.6478805178548414,-0.6478805178548414,-11.386331127270903,-11.386331127270903,-11.386331127270903,0.0,0.0,0.0,0.5726904197446814
1970-02-01,12.607863942237124,0.8934789662623401,3.3345701414471334,12.607863942237124,12.607863942237124,-0.11874343399491916,-0.11874343399491916,-0.11874343399491916,-0.011139075141864192,-0.011139075141864192,-0.011139075141864192,0.05412321603714337,0.05412321603714337,0.05412321603714337,0.016118832419028145,0.016118832419028145,0.016118832419028145,0.021024277464517755,0.021024277464517755,0.021024277464517755,-0.10665564707016777,-0.10665564707016777,-0.10665564707016777,0.07713828004300588,0.07713828004300588,0.07713828004300588,0.11414060001636718,0.11414060001636718,0.11414060001636718,0.20279727180071547,0.20279727180071547,0.20279727180071547,0.031604428972707405,0.031604428972707405,0.031604428972707405,-0.04705317823046146,-0.04705317823046146,-0.04705317823046146,0.23699365379750081,0.23699365379750081,0.23699365379750081,-0.13801287011199276,-0.13801287011199276,-0.13801287011199276,-0.40724796614210806,-0.40724796614210806,-0.40724796614210806,-0.007492248332485125,-0.007492248332485125,-0.007492248332485125,0.1304519661709592,0.1304519661709592,0.1304519661709592,-0.13636484771157148,-0.13636484771157148,-0.13636484771157148,-0.10075993245387979,-0.10075993245387979,-0.10075993245387979,-10.51501642791976,-10.51501642791976,-10.51501642791976,-0.18907667246750445,-0.18907667246750445,-0.18907667246750445,-10.325939755452252,-10.325939755452252,-10.325939755452252,0.0,0.0,0.0,2.0928475143173646
1970-03-01,12.608732734697368,3.5317934422463013,5.901034806724437,12.608732734697368,12.608732734697368,-0.02434403702781519,-0.02434403702781519,-0.02434403702781519,-0.03350039730010025,-0.03350039730010025,-0.03350039730010025,-0.31345048091967803,-0.31345048091967803,-0.31345048091967803,-0.08435478438522909,-0.08435478438522909,-0.08435478438522909,0.000830660885578803,0.000830660885578803,0.000830660885578803,-0.057739853004998114,-0.057739853004998114,-0.057739853004998114,-0.026510178674920136,-0.026510178674920136,-0.026510178674920136,-0.07631670792151952,-0.07631670792151952,-0.07631670792151952,0.05115227030851947,0.05115227030851947,0.05115227030851947,-0.01803693299594913,-0.01803693299594913,-0.01803693299594913,0.05703574253447521,0.05703574253447521,0.05703574253447521,0.20748511153102786,0.20748511153102786,0.20748511153102786,0.08015396977372392,0.08015396977372392,0.08015396977372392,-0.005142938062615597,-0.005142938062615597,-0.005142938062615597,-0.23695079073143252,-0.23695079073143252,-0.23695079073143252,-0.017972934443420806,-0.017972934443420806,-0.017972934443420806,-0.19498048265893153,-0.19498048265893153,-0.19498048265893153,0.029487592790945063,0.029487592790945063,0.029487592790945063,-7.918956488803933,-7.918956488803933,-7.918956488803933,-0.6631551703023395,-0.6631551703023395,-0.6631551703023395,-7.255801318501596,-7.255801318501596,-7.255801318501596,0.0,0.0,0.0,4.689776245893435
1970-04-01,12.609694612064066,9.908597223450816,12.344484738240954,12.609694612064066,12.609694612064066,-0.06330251831582635,-0.06330251831582635,-0.06330251831582635,0.044486104356235456,0.044486104356235456,0.044486104356235456,-0.038995453858584724,-0.038995453858584724,-0.038995453858584724,0.06316500915427187,0.06316500915427187,0.06316500915427187,-0.05811286858808083,-0.05811286858808083,-0.05811286858808083,0.06766245541661865,0.06766245541661865,0.06766245541661865,-0.06875552203862459,-0.06875552203862459,-0.06875552203862459,-0.0069776407290028574,-0.0069776407290028574,-0.0069776407290028574,-0.2529574353866411,-0.2529574353866411,-0.2529574353866411,-0.03610600017045033,-0.03610600017045033,-0.03610600017045033,0.10086265654076432,0.10086265654076432,0.10086265654076432,0.14846802699808198,0.14846802699808198,0.14846802699808198,0.17763277057372498,0.17763277057372498,0.17763277057372498,0.152438762130699,0.152438762130699,0.152438762130699,-0.09253632348733978,-0.09253632348733978,-0.09253632348733978,0.06940624091827065,0.06940624091827065,0.06940624091827065,-0.1621557270884099,-0.1621557270884099,-0.1621557270884099,-0.016275051213993412,-0.016275051213993412,-0.016275051213993412,-1.4899575640696758,-1.4899575640696758,-1.4899575640696758,0.027947485211713013,0.027947485211713013,0.027947485211713013,-1.5179050492813888,-1.5179050492813888,-1.5179050492813888,0.0,0.0,0.0,11.119737047994391
1970-05-01,12.610625461128615,15.085043239283953,17.543978399993915,12.610625461128615,12.610625461128615,-0.016852021395505346,-0.016852021395505346,-0.016852021395505346,-0.00012528960124046155,-0.00012528960124046155,-0.00012528960124046155,-0.06350036698903949,-0.06350036698903949,-0.06350036698903949,-0.005527413791602615,-0.005527413791602615,-0.005527413791602615,-0.006264393588102447,-0.006264393588102447,-0.006264393588102447,0.1388127013295927,0.1388127013295927,0.1388127013295927,-0.03879080174576445,-0.03879080174576445,-0.03879080174576445,0.11999389789625493,0.11999389789625493,0.11999389789625493,0.04459464862237044,0.04459464862237044,0.04459464862237044,0.035198813303118935,0.035198813303118935,0.035198813303118935,0.22138667005805937,0.22138667005805937,0.22138667005805937,0.0599424001986632,0.0599424001986632,0.0599424001986632,-0.025061243788182013,-0.025061243788182013,-0.025061243788182013,0.20406035357333657,0.20406035357333657,0.20406035357333657,-0.029956721014899546,-0.029956721014899546,-0.029956721014899546,-0.0610640346217892,-0.0610640346217892,-0.0610640346217892,-0.4177198954588996,-0.4177198954588996,-0.4177198954588996,0.1280532875708125,0.1280532875708125,0.1280532875708125,3.6491666991867446,3.6491666991867446,3.6491666991867446,0.2871805905571835,0.2871805905571835,0.2871805905571835,3.3619861086295604,3.3619861086295604,3.3619861086295604,0.0,0.0,0.0,16.25979216031536
1970-06-01,12.611587338495314,18.626053735839864,20.99768915404273,12.611587338495314,12.611587338495314,0.08204258495098454,0.08204258495098454,0.08204258495098454,0.006327231220539099,0.006327231220539099,0.006327231220539099,-0.09671813812143372,-0.09671813812143372,-0.09671813812143372,-0.007529378759059799,-0.007529378759059799,-0.007529378759059799,-0.007901713851259663,-0.007901713851259663,-0.007901713851259663,0.34692717062504175,0.34692717062504175,0.34692717062504175,-0.11443943986216543,-0.11443943986216543,-0.11443943986216543,0.033995444430211554,0.033995444430211554,0.033995444430211554,0.08230097331772729,0.08230097331772729,0.08230097331772729,0.004403682688512045,0.004403682688512045,0.004403682688512045,0.3528674120769268,0.3528674120769268,0.3528674120769268,-0.14071568721335279,-0.14071568721335279,-0.14071568721335279,-0.11325634927389726,-0.11325634927389726,-0.11325634927389726,0.2529650191505721,0.2529650191505721,0.2529650191505721,-0.02835211582329851,-0.02835211582329851,-0.02835211582329851,0.0011786656358540322,0.0011786656358540322,0.0011786656358540322,-0.3473811335220676,-0.3473811335220676,-0.3473811335220676,-0.03504946926730147,-0.03504946926730147,-0.03504946926730147,7.233127541174948,7.233127541174948,7.233127541174948,0.2716647584025328,0.2716647584025328,0.2716647584025328,6.961462782772415,6.961462782772415,6.961462782772415,0.0,0.0,0.0,19.844714879670263
1970-07-01,12.61251818755986,22.46860555448322,24.85782892803744,12.61251818755986,12.61251818755986,0.059566538054055,0.059566538054055,0.059566538054055,0.008885989477451681,0.008885989477451681,0.008885989477451681,-0.023747952355190668,-0.023747952355190668,-0.023747952355190668,0.016869569281824585,0.016869569281824585,0.016869569281824585,-0.037919252009141875,-0.037919252009141875,-0.037919252009141875,0.024972307868834222,0.024972307868834222,0.024972307868834222,0.17833061414676307,0.17833061414676307,0.17833061414676307,-0.07856797633686098,-0.07856797633686098,-0.07856797633686098,-0.03901502787602949,-0.03901502787602949,-0.03901502787602949,-0.014442548665537602,-0.014442548665537602,-0.014442548665537602,0.48160897197040103,0.48160897197040103,0.48160897197040103,-0.33547206617207415,-0.33547206617207415,-0.33547206617207415,-0.07921613312151593,-0.07921613312151593,-0.07921613312151593,-0.03367065964933634,-0.03367065964933634,-0.03367065964933634,0.16981662533942882,0.16981662533942882,0.16981662533942882,0.06761077841083862,0.06761077841083862,0.06761077841083862,0.3817973652230911,0.3817973652230911,0.3817973652230911,-0.36477518632852474,-0.36477518632852474,-0.36477518632852474,10.970644932316747,10.970644932316747,10.970644932316747,0.3826319572584763,0.3826319572584763,0.3826319572584763,10.588012975058271,10.588012975058271,10.588012975058271,0.0,0.0,0.0,23.58316311987661
1970-08-01,12.613480064926561,24.879800108197745,27.278195794234705,12.613480064926561,12.613480064926561,0.12699467874484358,0.12699467874484358,0.12699467874484358,0.014003505991276848,0.014003505991276848,0.014003505991276848,0.14343001055702287,0.14343001055702287,0.14343001055702287,0.03851581549245535,0.03851581549245535,0.03851581549245535,0.12854164141184135,0.12854164141184135,0.12854164141184135,-0.09598311018322166,-0.09598311018322166,-0.09598311018322166,0.06731378158633043,0.06731378158633043,0.06731378158633043,-0.006077133362866271,-0.006077133362866271,-0.006077133362866271,0.1626318389730527,0.1626318389730527,0.1626318389730527,0.023832787177223015,0.023832787177223015,0.023832787177223015,0.4295645115879327,0.4295645115879327,0.4295645115879327,-0.41219427606490383,-0.41219427606490383,-0.41219427606490383,0.20703113906896337,0.20703113906896337,0.20703113906896337,-0.014652178591522505,-0.014652178591522505,-0.014652178591522505,-0.010701458715687182,-0.010701458715687182,-0.010701458715687182,0.0005801781333766944,0.0005801781333766944,0.0005801781333766944,0.7522481780904064,0.7522481780904064,0.7522481780904064,-0.18524481369376627,-0.18524481369376627,-0.18524481369376627,13.495874785608235,13.495874785608235,13.495874785608235,1.369835096202758,1.369835096202758,1.369835096202758,12.126039689405479,12.126039689405479,12.126039689405479,0.0,0.0,0.0,26.109354850534796
1970-09-01,12.61444194229326,19.252306224928265,21.6989064852238,12.61444194229326,12.61444194229326,0.152467531894697,0.152467531894697,0.152467531894697,-0.02793787935029029,-0.02793787935029029,-0.02793787935029029,0.031796517407173465,0.031796517407173465,0.031796517407173465,-0.025547063466174413,-0.025547063466174413,-0.025547063466174413,-0.06520792306176208,-0.06520792306176208,-0.06520792306176208,0.031197954386219445,0.031197954386219445,0.031197954386219445,-0.06973797188429214,-0.06973797188429214,-0.06973797188429214,0.0024776866154312405,0.0024776866154312405,0.0024776866154312405,-0.17344627244208427,-0.17344627244208427,-0.17344627244208427,-0.03989467554574897,-0.03989467554574897,-0.03989467554574897,0.30082295169445844,0.30082295169445844,0.30082295169445844,-0.4180959845181984,-0.4180959845181984,-0.4180959845181984,-0.03279765655008685,-0.03279765655008685,-0.03279765655008685,0.2285126863619544,0.2285126863619544,0.2285126863619544,-0.14308138702277226,-0.14308138702277226,-0.14308138702277226,-0.15023867249091266,-0.15023867249091266,-0.15023867249091266,-0.40599676846942767,-0.40599676846942767,-0.40599676846942767,0.5798127219785384,0.5798127219785384,0.5798127219785384,7.786372588782442,7.786372588782442,7.786372588782442,-0.2248942044632776,-0.2248942044632776,-0.2248942044632776,8.01126679324572,8.01126679324572,8.01126679324572,0.0,0.0,0.0,20.400814531075703
1970-10-01,12.615372791357808,13.398738974651417,15.787103047525392,12.615372791357808,12.615372791357808,0.1120106474802239,0.1120106474802239,0.1120106474802239,0.006549731938531498,0.006549731938531498,0.006549731938531498,-0.10053001349728223,-0.10053001349728223,-0.10053001349728223,-0.030301730263885218,-0.030301730263885218,-0.030301730263885218,-0.024274916482831782,-0.024274916482831782,-0.024274916482831782,0.21174170339039106,0.21174170339039106,0.21174170339039106,-0.09921146725431845,-0.09921146725431845,-0.09921146725431845,-0.024987788051734457,-0.024987788051734457,-0.024987788051734457,-0.14147786672210788,-0.14147786672210788,-0.14147786672210788,0.003723664031407158,0.003723664031407158,0.003723664031407158,0.30082295169445844,0.30082295169445844,0.30082295169445844,-0.4003908591583146,-0.4003908591583146,-0.4003908591583146,0.08634309998324778,0.08634309998324778,0.08634309998324778,0.20134342770793462,0.20134342770793462,0.20134342770793462,0.01657682954153036,0.01657682954153036,0.01657682954153036,0.1735430663493276,0.1735430663493276,0.1735430663493276,0.2575322191346878,0.2575322191346878,0.2575322191346878,-0.3319199547352356,-0.3319199547352356,-0.3319199547352356,1.9954222182158676,1.9954222182158676,1.9954222182158676,0.2170927450860299,0.2170927450860299,0.2170927450860299,1.778329473129838,1.778329473129838,1.778329473129838,0.0,0.0,0.0,14.610795009573676
