,AverageTemperature,BEST,NINA,ONI,EA_first_difference,EA_seasonal_difference,EA_seasonal_first_difference,EPNP_first_difference,EPNP_seasonal_difference,EPNP_seasonal_first_difference,NAO_first_difference,NAO_seasonal_difference,NAO_seasonal_first_difference,PNA_first_difference,PNA_seasonal_difference,PNA_seasonal_first_difference,WP_first_difference,WP_seasonal_difference,WP_seasonal_first_difference
Correlation,1.0,0.043011641571501585,-0.0050259991746717594,0.02292799281444522,0.02724420636825698,-0.004604825463511677,0.00419901258678194,0.052701154317386326,-0.002152667055799348,0.004881056000292992,0.03275781151340292,0.011753601371581612,0.014916718622313694,-0.0057712099486024555,-0.033597394257610345,-0.012675116374558192,0.011439430733119302,0.03050087851083378,0.008290263484200203
Normality,0.0,0.9180138503508111,2.9573653982710435e-15,0.00778421284909921,0.4649710694119108,0.722822732584243,0.437703084502889,0.01011707307832488,0.3243385468773703,0.43135163681207533,0.8964853314494257,0.647112267429753,0.28904247472162287,0.6715363020767809,0.43395806749546484,0.9315157227164399,0.8529860876924833,0.549634180260766,0.9054934940609167
Stationary_ADF,0.0002986732838076909,1.4891454820898178e-07,1.8645474392992946e-10,8.37948382829535e-06,5.135824744704696e-23,2.0187060051565628e-21,8.093801026386918e-17,1.2986572855744876e-21,7.67019858531269e-10,9.160706056652566e-18,1.6536866602123172e-14,7.114366254864116e-14,3.076012535889161e-16,1.6956398697898607e-14,4.248023280117818e-16,8.026799273357696e-20,4.620059227697736e-19,5.694566222263009e-16,7.466898322932549e-14
Stationarity_KPSS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Co-integration,7.466898322932549e-14,7.466898322932549e-14,7.466898322932549e-14,7.466898322932549e-14,7.466898322932549e-14,7.466898322932549e-14,7.466898322932549e-14,7.466898322932549e-14,7.466898322932549e-14,7.466898322932549e-14,7.466898322932549e-14,7.466898322932549e-14,7.466898322932549e-14,7.466898322932549e-14,7.466898322932549e-14,7.466898322932549e-14,7.466898322932549e-14,7.466898322932549e-14,7.466898322932549e-14
Granger_Causality_pvals,0.0,0.9399,0.9036,0.9951,0.9889,0.9725,0.9498,0.9727,0.7969,0.727,0.713,0.6175,0.517,0.632,0.884,0.7257,0.4057,0.7676,0.9592
Granger_Causality_Lags,0.0,4.0,12.0,1.0,9.0,8.0,9.0,1.0,10.0,9.0,1.0,1.0,8.0,1.0,18.0,17.0,8.0,1.0,1.0
TLCC_Lags,0.0,19.0,14.0,19.0,7.0,15.0,10.0,0.0,12.0,2.0,20.0,18.0,19.0,21.0,0.0,0.0,20.0,0.0,13.0
