ds,AverageTemperature,BEST,NINA,ONI,EA,EPNP,NAO,PNA,WP
1971-06-01,32.55,-1.0,-1.58,-0.85,0.38,-0.27,-1.41,0.51,-2.17
1971-07-01,35.35800000000001,-0.67,-1.57,-0.73,-0.32,-0.72,-1.56,-1.74,0.01
1971-09-01,31.529,-1.1,-1.04,-0.8,0.72,0.0,1.87,0.15,0.87
1971-10-01,25.111,-1.13,-1.12,-0.77,0.95,0.05,0.13,-1.35,-0.15
1971-11-01,20.084,-1.26,-1.24,-0.82,0.02,-1.99,0.0,-0.26,-0.13
1972-01-01,12.401,-0.47,-1.33,-0.96,-0.3,-1.95,-0.49,-2.46,1.01
1972-03-01,19.732,-0.47,-1.33,-0.71,-1.35,-0.28,-1.2,-0.1,1.4
1972-05-01,29.559,0.44,-1.48,0.06,0.56,1.78,-0.17,0.21,0.57
1972-06-01,34.973,1.56,-0.73,0.41,-1.07,-0.39,-1.28,-0.15,-2.51
1972-07-01,34.510000000000005,1.23,-0.52,0.67,2.15,-0.49,-0.41,-1.13,-1.65
1972-08-01,34.977,1.7,-0.29,0.92,-0.57,-0.34,0.51,-0.04,-0.15
1972-09-01,32.183,1.47,0.0,1.13,0.03,-0.4,-1.28,0.13,-0.08
1972-10-01,27.25,1.6,0.21,1.37,0.91,-0.46,0.27,-1.49,0.76
1972-11-01,20.086,1.59,0.61,1.58,-0.16,0.15,1.87,0.53,1.64
1973-01-01,12.049,1.84,1.63,2.09,1.22,-1.52,1.14,-0.88,-0.87
1973-03-01,21.355,1.39,1.74,1.84,-0.07,-2.96,0.47,0.53,0.86
1973-04-01,26.592,0.46,1.99,1.25,-0.21,2.2,-0.19,0.11,0.31
1973-06-01,33.36,-0.45,1.78,-0.1,-0.89,0.93,0.35,1.01,-0.05
1973-07-01,34.655,-1.07,0.79,-0.54,-0.35,1.48,-0.38,-0.26,-2.26
1973-09-01,33.196,-1.4,-0.83,-1.11,-0.71,-0.56,1.19,-0.27,-0.01
1973-12-01,14.201,-2.46,-1.66,-1.71,1.67,-1.94,0.03,0.23,-0.32
1974-01-01,12.717,-1.89,-1.62,-1.95,2.91,0.6,1.7,-1.54,1.09
1974-02-01,15.44,-1.96,-1.52,-2.03,1.34,-1.49,0.43,-1.5,-1.61
1974-03-01,20.115,-1.66,-1.69,-1.84,-0.34,-1.3,0.09,-1.1,0.51
1974-04-01,25.739,-1.82,-1.82,-1.55,-0.34,-1.27,-0.46,-0.73,0.19
1974-05-01,31.163,-1.23,-1.85,-1.23,0.47,-0.1,0.52,-0.4,0.71
1974-06-01,34.529999999999994,-1.18,-1.8,-1.03,-1.65,0.68,-0.09,-1.36,0.47
1974-07-01,34.556000000000004,-0.58,-1.34,-0.91,-0.86,-0.62,-0.73,-0.09,1.12
1974-08-01,35.098,-0.93,-0.96,-0.77,1.3,-0.27,-0.36,0.9,0.56
1974-09-01,32.954,-0.47,-0.81,-0.53,0.72,-0.46,0.7,0.35,1.33
1974-10-01,26.708000000000002,-0.7,-0.89,-0.37,1.81,-0.65,0.6,0.93,0.71
1974-11-01,21.04,-0.78,-0.84,-0.41,0.33,-1.12,-0.2,0.53,-1.34
1974-12-01,14.711,-0.26,-0.59,-0.61,0.94,0.32,-0.15,0.38,0.42
1975-01-01,13.33,-0.43,-0.4,-0.75,-0.55,-0.41,-0.84,-1.2,0.06
1975-02-01,15.771,0.11,-0.63,-0.64,-1.46,0.03,-1.11,-0.51,0.06
1975-03-01,19.969,-0.43,-1.03,-0.54,-0.27,-2.29,0.21,-0.81,0.9
1975-06-01,33.434999999999995,-0.96,-0.54,-0.73,1.35,2.56,-0.43,-0.31,-3.37
1975-07-01,35.655,-1.58,-0.85,-0.83,0.85,0.18,0.41,-1.53,-0.78
1975-08-01,34.504,-1.83,-0.87,-0.98,-1.69,-1.75,-0.17,-1.1,-1.26
1975-09-01,33.373000000000005,-1.76,-0.57,-1.13,-0.51,-1.635,0.17,-0.23,-0.19
1975-10-01,25.054000000000002,-1.9,-1.09,-1.2,0.97,-1.52,-0.73,-0.65,0.36
1975-11-01,20.432000000000002,-1.66,-1.4,-1.37,0.45,-0.5,-0.95,-0.63,-0.13
1975-12-01,14.011,-1.36,-1.19,-1.43,2.24,-0.14,0.95,-0.16,0.81
1976-01-01,13.358,-1.74,-1.08,-1.55,-0.71,-1.57,1.04,-0.25,0.24
1976-04-01,24.252,-0.97,-1.44,-1.17,0.92,0.6,0.17,0.92,0.42
1976-06-01,34.099999999999994,-0.57,-1.9,-0.47,0.86,0.81,-1.04,-1.32,-0.46
1976-07-01,34.306999999999995,0.14,-1.1,-0.28,-1.58,-0.56,-1.89,-0.12,-0.77
1976-08-01,34.359,0.86,-0.67,-0.05,-0.68,-1.14,-0.43,-0.62,-0.46
1976-09-01,31.749,0.89,-0.66,0.18,-0.31,-0.72,-0.54,-0.04,0.37
1976-11-01,19.687,0.45,0.33,0.62,1.97,0.07,-0.46,1.72,-0.61
1976-12-01,16.68,0.11,0.43,0.81,-1.0,-0.83,1.67,0.21,1.59
1977-01-01,11.711,0.6,0.76,0.86,1.69,-1.52,-0.08,1.6,0.32
1977-02-01,17.163,0.65,0.82,0.85,0.96,-0.9,0.3,2.43,0.22
1977-03-01,22.293000000000006,-0.01,0.91,0.71,-0.48,-0.03,-0.09,-0.69,0.0
1977-04-01,25.363000000000003,0.78,0.78,0.64,-1.78,-1.21,-0.8,-0.32,1.04
1977-06-01,35.053999999999995,0.72,0.88,0.23,-1.73,1.82,0.38,0.57,-0.71
1977-07-01,35.57400000000001,1.2,0.56,0.21,0.45,1.53,0.14,-1.04,-0.39
1977-08-01,35.830999999999996,1.23,0.22,0.34,-1.01,2.19,0.94,2.2,-0.06
1977-09-01,33.079,0.85,-0.64,0.35,-1.21,1.47,1.11,-0.72,0.92
1977-11-01,19.603,1.2,-0.19,0.57,-0.01,-1.4,2.34,-0.22,1.28
1977-12-01,17.141000000000002,1.33,-0.23,0.73,-1.13,-1.44,-1.11,-0.8,2.35
1978-01-01,15.228,1.18,-0.38,0.81,0.88,0.25,0.42,0.13,1.22
1978-02-01,17.480999999999998,0.63,-0.03,0.79,1.01,-1.84,0.04,1.4,0.1
1978-03-01,21.482,1.64,0.27,0.69,-0.87,-0.24,-1.57,-0.18,-0.66
1978-04-01,27.151,0.4,0.19,0.42,0.33,0.03,-1.72,-0.19,0.23
1978-10-01,26.843000000000004,-0.34,-1.15,-0.42,-0.14,2.76,-0.42,0.69,-0.43
1979-02-01,18.876,0.26,-0.72,0.0,1.42,-0.23,-0.21,-2.73,2.13
1979-03-01,21.184,-0.25,-0.41,0.03,1.1,0.5,-1.02,0.08,1.67
1979-04-01,27.15,0.32,-0.31,0.07,0.29,1.7,0.26,-0.15,-0.27
1979-05-01,31.056,0.47,0.01,0.2,-0.79,0.77,-2.94,1.27,-0.67
1979-07-01,34.605000000000004,-0.08,-0.29,0.23,-0.1,0.43,-1.42,0.51,-0.15
1979-08-01,34.181,-0.66,-0.06,0.05,0.15,1.28,1.05,0.67,-1.26
1979-09-01,32.79,0.48,0.07,0.04,-0.83,1.7000000000000002,1.7,1.02,0.18
1979-10-01,27.752,0.37,-0.05,0.17,0.78,2.12,-1.11,1.85,-0.04
1979-11-01,21.603,0.37,-0.15,0.33,-0.44,-0.18,0.7,0.51,3.39
1980-03-01,21.999,0.21,0.44,0.59,-1.54,-0.48,-1.54,-0.64,-0.76
1980-04-01,27.223000000000006,0.52,0.39,0.46,0.19,-0.24,-2.12,1.66,0.1
1980-05-01,31.215,0.86,0.43,0.34,0.31,1.82,-1.2,-0.16,1.3
1980-07-01,35.78800000000001,0.64,0.03,0.48,-1.42,0.87,-2.01,-0.81,-0.66
1980-08-01,34.306999999999995,0.26,-0.18,0.46,0.3,0.92,-0.9,-2.03,-0.29
1980-09-01,31.675,-0.12,-0.2,0.25,0.24,0.7250000000000001,1.92,-0.08,0.85
1980-10-01,26.812,0.26,-0.15,0.03,-1.86,0.53,0.86,2.87,-0.13
1980-11-01,21.322,0.11,0.08,-0.07,0.45,0.86,1.11,1.28,1.56
1981-02-01,16.840999999999998,-0.31,-0.18,-0.01,0.04,-0.7,0.42,0.21,0.35
1981-03-01,21.058000000000003,-0.03,-0.42,-0.26,1.35,1.59,0.84,1.27,0.71
1981-04-01,26.15,0.82,-0.1,-0.5,-1.17,-0.35,-1.38,-1.23,2.48
1981-05-01,30.624000000000002,0.18,0.01,-0.47,0.11,-0.15,-0.39,1.83,0.03
1981-08-01,34.852,-0.58,-0.59,-0.29,1.37,0.15,-1.34,-1.54,1.09
1981-09-01,31.824,-0.29,-0.52,-0.3,0.07,0.585,-0.07,0.08,0.72
1982-03-01,18.974,-0.06,-0.18,-0.05,-1.23,-0.82,0.63,-1.66,0.68
1982-04-01,24.838,0.0,-0.41,0.07,-1.62,-0.94,-0.08,-2.08,0.33
1982-05-01,30.687,0.47,-0.05,0.19,0.3,0.7,0.6,-0.53,-2.41
1982-07-01,34.992000000000004,1.74,0.0,0.66,0.75,-0.01,0.25,0.49,-0.3
1982-09-01,33.091,1.9,-0.01,0.79,0.1,-0.19499999999999984,-0.15,0.83,0.22
1982-10-01,26.676,2.04,0.39,1.07,2.17,1.11,0.08,-0.86,0.16
