ds,AverageTemperature,BEST,NINA,ONI,EA_first_difference,EA_seasonal_difference,EA_seasonal_first_difference,EPNP_first_difference,EPNP_seasonal_difference,EPNP_seasonal_first_difference,NAO_first_difference,NAO_seasonal_difference,NAO_seasonal_first_difference,PNA_first_difference,PNA_seasonal_difference,PNA_seasonal_first_difference,WP_first_difference,WP_seasonal_difference,WP_seasonal_first_difference
1970-12-01,13.251,-1.36,-1.32,-1.15,1.1600000000000001,1.77,-0.1499999999999999,0.05,-0.06000000000000001,-0.12000000000000001,-0.43999999999999995,-0.85,-1.23,0.05999999999999983,-2.62,-1.3400000000000003,0.06999999999999995,0.0,-0.86
1971-01-01,15.355,-0.83,-1.58,-1.36,-2.38,-1.4300000000000002,-3.2,0.05,-0.18,-0.11999999999999998,-0.6200000000000001,0.4399999999999997,1.2899999999999996,-1.34,-2.5500000000000003,0.06999999999999984,-3.0799999999999996,-0.33999999999999986,-0.33999999999999986
1971-02-01,14.655999999999999,-1.5,-1.57,-1.38,1.9500000000000002,1.5299999999999998,2.96,-2.04,-2.6,-2.42,1.6500000000000001,-0.45000000000000007,-0.8899999999999998,2.27,-1.17,1.3800000000000003,0.8599999999999999,-1.66,-1.32
1971-03-01,18.297,-1.66,-1.3,-1.12,-0.7,3.85,2.3200000000000003,1.77,-0.84,1.7600000000000002,-1.11,0.1299999999999999,0.58,-0.12000000000000002,-0.77,0.3999999999999999,1.5,0.13999999999999999,1.7999999999999998
1971-04-01,19.576,-1.69,-1.04,-0.85,0.98,0.8400000000000001,-3.01,-1.73,-1.5,-0.66,0.8700000000000001,1.1500000000000001,1.0200000000000002,0.51,0.89,1.6600000000000001,0.06999999999999999,-0.95,-1.0899999999999999
1971-05-01,25.671,-1.0,-1.12,-0.73,0.05999999999999994,0.9199999999999999,0.07999999999999985,0.81,-0.57,0.93,0.9199999999999999,-0.6000000000000001,-1.7500000000000002,0.8600000000000001,1.59,0.7000000000000001,0.84,0.91,1.8599999999999999
1971-06-01,27.267,-0.67,-1.24,-0.74,0.22999999999999998,0.59,-0.32999999999999996,0.8599999999999999,0.43999999999999995,1.0099999999999998,-1.79,-3.1500000000000004,-2.5500000000000003,-0.5800000000000001,0.28,-1.31,0.8799999999999999,1.77,0.86
1971-07-01,27.54,-0.42,-1.12,-0.8,-0.9299999999999999,-1.13,-1.7199999999999998,2.4699999999999998,3.61,3.17,1.55,0.14,3.2900000000000005,-2.25,-2.48,-2.76,-0.8699999999999999,-0.22999999999999998,-2.0
1971-08-01,28.236,-1.1,-1.33,-0.77,1.65,-0.73,0.3999999999999999,-0.4099999999999999,0.85,-2.76,1.6,1.87,1.73,0.9299999999999999,-0.21000000000000008,2.27,-1.6400000000000001,-1.88,-1.65
1971-09-01,26.070999999999998,-1.13,-1.04,-0.82,-1.97,-0.18,0.55,-2.17,-0.12,-0.97,-1.34,0.47000000000000003,-1.4000000000000001,0.9600000000000001,0.54,0.7500000000000001,0.39,1.02,2.9
1971-10-01,22.19,-1.26,-1.33,-0.85,2.2399999999999998,1.48,1.66,-0.09999999999999998,0.22999999999999998,0.35,0.6099999999999999,1.63,1.16,-1.5,-0.40000000000000013,-0.9400000000000002,1.3399999999999999,-0.5399999999999999,-1.56
1971-11-01,18.042,-0.69,-1.31,-0.96,-3.29,-1.0,-2.48,0.14999999999999997,-0.29000000000000004,-0.52,-1.48,0.42,-1.21,1.09,0.8899999999999999,1.29,-0.55,-0.19,0.3499999999999999
1971-12-01,14.03,-0.47,-1.48,-0.9,2.98,0.8199999999999998,1.8199999999999998,-0.06,-0.4,-0.10999999999999999,0.81,1.67,1.25,-1.5,-0.6699999999999999,-1.5599999999999998,0.14,-0.11999999999999994,0.07000000000000006
1972-01-01,12.998,-0.41,-0.73,-0.71,-1.0699999999999998,2.13,1.31,-0.06,-0.51,-0.10999999999999999,-0.6599999999999999,1.6300000000000001,-0.039999999999999813,-0.7,-0.029999999999999805,0.6400000000000001,-0.5,2.46,2.58
1972-02-01,14.192,-0.47,-0.52,-0.35,-1.6300000000000001,-1.4500000000000002,-3.58,0.61,2.14,2.6500000000000004,0.11,0.09000000000000001,-1.54,0.18999999999999995,-2.11,-2.08,-2.21,-0.6099999999999999,-3.07
1972-03-01,17.227,-0.2,-0.29,0.06,3.2199999999999998,2.4699999999999998,3.92,-1.51,-1.1400000000000001,-3.2800000000000002,0.43,1.63,1.5399999999999998,2.17,0.18000000000000002,2.29,0.3899999999999997,-1.7200000000000002,-1.1100000000000003
1972-04-01,22.645,0.44,0.0,0.41,-2.7199999999999998,-1.23,-3.6999999999999997,-0.15999999999999992,0.42999999999999994,1.57,-0.73,0.02999999999999997,-1.5999999999999999,-1.8499999999999999,-2.18,-2.3600000000000003,1.86,0.07,1.7900000000000003
1972-05-01,24.471,1.56,0.21,0.67,0.6,-0.69,0.54,1.83,1.45,1.02,1.31,0.42000000000000004,0.39000000000000007,2.16,-0.8800000000000001,1.3,1.24,0.47,0.39999999999999997
1972-06-01,27.256,1.23,0.61,0.92,0.88,-0.039999999999999925,0.65,-3.27,-2.6799999999999997,-4.13,0.2599999999999999,2.4699999999999998,2.05,-0.36,-0.66,0.22000000000000008,0.8300000000000001,0.42000000000000015,-0.04999999999999982
1972-07-01,27.873,1.7,1.2,1.13,-1.07,-0.18,-0.14000000000000007,5.16,0.010000000000000231,2.69,-0.98,-0.060000000000000026,-2.53,-0.9799999999999999,0.6100000000000001,1.27,-2.38,-1.09,-1.5100000000000002
1972-08-01,28.529,1.47,1.63,1.37,-1.47,-3.3,-3.1199999999999997,-0.44000000000000017,-0.020000000000000018,-0.03000000000000025,1.36,-0.30000000000000004,-0.24000000000000002,1.0899999999999999,0.77,0.15999999999999992,1.4100000000000001,1.96,3.05
1972-09-01,27.35,1.6,1.43,1.58,2.8499999999999996,1.52,4.82,-0.83,1.32,1.34,-1.54,-0.5,-0.19999999999999996,0.17,-0.01999999999999999,-0.79,-2.7,-1.1300000000000001,-3.09
1972-10-01,23.915,1.59,1.74,1.84,-0.75,-1.47,-2.99,0.5499999999999999,1.97,0.6499999999999999,1.67,0.56,1.06,-1.62,-0.1399999999999999,-0.11999999999999991,2.12,-0.35,0.7800000000000001
1972-11-01,18.403,1.18,1.99,2.09,-0.54,1.28,2.75,-1.8,0.020000000000000018,-1.95,-1.27,0.77,0.20999999999999996,2.02,0.79,0.9299999999999999,-0.32,-0.12,0.22999999999999998
1972-12-01,13.943,1.84,2.25,2.12,-0.13999999999999999,-1.8399999999999999,-3.12,-0.24000000000000005,-0.16000000000000003,-0.18000000000000005,-0.33999999999999997,-0.38,-1.15,-1.3900000000000001,0.9,0.10999999999999999,0.52,0.25999999999999995,0.37999999999999995
1973-01-01,12.789,1.06,1.78,1.84,1.27,0.5,2.34,-0.24,-0.34,-0.18,-0.55,-0.27,0.10999999999999999,-0.020000000000000018,1.58,0.68,-0.24,0.52,0.26000000000000006
1973-02-01,16.055,1.39,0.79,1.25,-1.9500000000000002,0.18000000000000005,-0.31999999999999995,1.75,0.7999999999999999,1.14,0.98,0.6,0.87,0.74,2.13,0.5499999999999998,0.6500000000000001,3.38,2.86
1973-03-01,16.865,0.46,0.09,0.54,0.54,-2.5,-2.68,-2.8899999999999997,-0.5799999999999998,-1.38,-0.61,-0.43999999999999995,-1.04,0.67,0.63,-1.5,-0.56,2.43,-0.9499999999999997
1973-04-01,20.642,0.17,-0.83,-0.1,0.02999999999999997,0.24999999999999994,2.75,2.54,2.12,2.7,-0.64,-0.35,0.08999999999999997,-0.42000000000000004,2.06,1.4300000000000002,0.77,1.34,-1.09
1973-05-01,24.548,-0.45,-1.32,-0.54,-0.38999999999999996,-0.74,-0.99,-2.09,-1.8,-3.92,0.37,-1.29,-0.9400000000000001,0.56,0.4600000000000001,-1.6,-0.6200000000000001,-0.52,-1.86
1973-06-01,27.194000000000006,-1.07,-1.41,-0.87,0.71,-0.91,-0.17000000000000004,0.18999999999999995,1.66,3.46,1.06,-0.49,0.8,0.33999999999999997,1.16,0.6999999999999998,-2.05,-3.4000000000000004,-2.8800000000000003
1973-07-01,29.039,-1.05,-1.66,-1.11,1.35,1.51,2.42,0.030000000000000027,-3.47,-5.13,-0.09999999999999998,0.39,0.88,-1.27,0.8699999999999999,-0.29000000000000004,1.76,0.74,4.140000000000001
1973-08-01,27.465999999999998,-1.4,-1.62,-1.28,0.31999999999999984,3.3,1.7899999999999998,1.17,-1.86,1.61,-0.8,-1.77,-2.16,-0.69,-0.9099999999999999,-1.7799999999999998,-0.36,-1.03,-1.77
1973-09-01,26.229,-1.46,-1.52,-1.45,1.2400000000000002,1.6900000000000002,-1.6099999999999997,0.78,-0.25,1.61,0.05000000000000002,-0.18,1.59,0.6799999999999999,-0.4,0.5099999999999999,0.0,1.6700000000000002,2.7
1973-10-01,23.837,-1.33,-1.69,-1.71,-1.57,0.8700000000000001,-0.8200000000000001,-1.3,-2.1,-1.85,-0.69,-2.54,-2.36,-0.47,0.75,1.15,0.8400000000000001,0.39,-1.2800000000000002
1973-11-01,17.297,-2.46,-1.82,-1.95,-1.6800000000000002,-0.27,-1.1400000000000001,0.35,0.04999999999999999,2.15,-0.27000000000000013,-1.54,1.0,-0.9199999999999999,-2.19,-2.94,-0.6100000000000001,0.09999999999999998,-0.29000000000000004
1973-12-01,15.13,-1.89,-1.85,-2.03,0.0,-0.13000000000000003,0.13999999999999999,-0.19,0.10000000000000003,0.050000000000000044,1.32,0.12,1.6600000000000001,1.89,1.09,3.2800000000000002,0.14,-0.27999999999999997,-0.37999999999999995
1974-01-01,11.829999999999998,-1.96,-1.8,-1.84,0.81,-0.5900000000000001,-0.4600000000000001,-0.19,0.15000000000000002,0.04999999999999999,0.8400000000000001,1.51,1.3900000000000001,-1.77,-0.66,-1.75,-3.8000000000000003,-3.84,-3.56
1974-02-01,14.59,-1.66,-1.34,-1.55,-2.12,-0.7599999999999999,-0.16999999999999982,-0.4700000000000001,-2.0700000000000003,-2.22,-1.65,-1.12,-2.63,0.040000000000000036,-1.3599999999999999,-0.6999999999999998,2.59,-1.9000000000000001,1.9399999999999997
1974-03-01,18.467,-1.82,-0.96,-1.23,0.7899999999999999,-0.51,0.2499999999999999,1.4400000000000002,2.26,4.33,0.16999999999999998,-0.33999999999999997,0.7800000000000001,0.3999999999999999,-1.6300000000000001,-0.27000000000000024,-0.48,-1.82,0.08000000000000007
1974-04-01,22.20000000000001,-1.23,-0.81,-1.03,2.16,1.62,2.13,-0.73,-1.01,-3.2699999999999996,0.84,1.14,1.48,0.3700000000000001,-0.84,0.7900000000000001,1.07,-1.52,0.30000000000000004
1974-05-01,24.39,-1.18,-0.89,-0.91,-0.5800000000000001,1.43,-0.19000000000000017,0.43999999999999995,1.52,2.5300000000000002,-0.58,0.18999999999999997,-0.95,0.32999999999999996,-1.07,-0.2300000000000001,0.55,-0.35,1.17
1974-06-01,27.357,-0.58,-0.84,-0.77,1.09,1.81,0.3800000000000001,-2.32,-0.99,-2.51,0.34,-0.5299999999999999,-0.7199999999999999,-0.9600000000000001,-2.37,-1.3,-0.49,1.21,1.56
1974-07-01,28.418000000000006,-0.93,-0.59,-0.53,-1.48,-1.02,-2.83,0.77,-0.25,0.74,-0.9,-1.33,-0.8000000000000002,1.27,0.17,2.54,0.9400000000000001,0.39000000000000007,-0.8199999999999998
1974-08-01,27.789,-0.47,-0.4,-0.37,0.6099999999999999,-0.73,0.29000000000000004,3.94,2.52,2.77,-0.21999999999999997,-0.75,0.5800000000000001,0.99,1.85,1.6800000000000002,-0.5700000000000001,0.18,-0.21000000000000008
1974-09-01,26.596,-0.7,-0.63,-0.41,-1.49,-3.46,-2.73,0.14000000000000012,1.88,-0.6400000000000001,1.9,1.0999999999999999,1.8499999999999999,-0.55,0.62,-1.23,-0.64,-0.46,-0.64
1974-10-01,24.781,-0.78,-1.03,-0.61,-0.9099999999999999,-2.8,0.6600000000000001,-2.38,0.8,-1.0799999999999998,0.09000000000000008,1.88,0.78,0.5800000000000001,1.67,1.0499999999999998,0.18000000000000002,-1.12,-0.6600000000000001
1974-11-01,18.71,-0.26,-1.11,-0.75,1.19,0.07,2.8699999999999997,-1.93,-1.48,-2.2800000000000002,-1.74,0.41000000000000014,-1.4699999999999998,-0.4,2.19,0.52,0.64,0.13,1.25
1974-12-01,13.443,-0.43,-1.04,-0.64,0.75,0.8200000000000001,0.75,0.11499999999999999,-1.175,0.30499999999999994,2.0,1.09,0.6799999999999999,-0.15000000000000002,0.15,-2.04,-1.31,-1.32,-1.4500000000000002
1975-01-01,12.453,0.11,-0.54,-0.54,-0.7,-0.69,-1.51,0.11499999999999999,-0.87,0.30500000000000005,-1.1300000000000001,-0.88,-1.9700000000000002,-1.58,0.3400000000000001,0.19000000000000009,0.43,2.91,4.23
1975-02-01,14.382,-0.43,-0.85,-0.57,1.57,3.0,3.69,1.02,0.6200000000000001,1.4900000000000002,-1.3199999999999998,-0.5499999999999999,0.33000000000000007,0.69,0.99,0.6499999999999999,-0.31,0.010000000000000009,-2.9000000000000004
1975-03-01,17.887,-0.84,-0.87,-0.65,-0.5000000000000001,1.71,-1.29,0.36,-0.46,-1.08,0.10999999999999988,-0.6100000000000001,-0.060000000000000164,-0.30000000000000004,0.29000000000000004,-0.7,0.31,0.8,0.79
1975-04-01,22.69400000000001,-0.95,-0.57,-0.73,-2.54,-2.99,-4.7,-1.4300000000000002,-1.1600000000000001,-0.7000000000000002,-0.8499999999999999,-2.3,-1.6899999999999997,0.14,0.05999999999999994,-0.2300000000000001,0.8300000000000001,0.56,-0.24
1975-05-01,24.496,-0.96,-1.09,-0.83,1.18,-1.23,1.7600000000000002,0.3600000000000001,-1.24,-0.07999999999999985,1.46,-0.26,2.04,1.27,1.0,0.9400000000000001,-0.8200000000000001,-0.81,-1.37
1975-06-01,27.564,-1.58,-1.4,-0.98,1.48,-0.8400000000000001,0.3899999999999999,-0.8799999999999999,0.20000000000000018,1.4400000000000002,-0.11000000000000004,-0.7100000000000001,-0.45000000000000007,-0.9099999999999999,1.05,0.050000000000000044,-0.15999999999999998,-0.48,0.33000000000000007
1975-07-01,28.250999999999998,-1.83,-1.19,-1.13,-0.52,0.12,0.9600000000000001,2.69,2.12,1.92,2.1100000000000003,2.3,3.01,-1.22,-1.44,-2.49,2.2,0.78,1.26
1975-08-01,27.2,-1.76,-1.08,-1.2,1.7900000000000003,1.3000000000000003,1.1800000000000002,0.39,-1.43,-3.55,-2.0300000000000002,0.48999999999999994,-1.8099999999999998,0.42999999999999994,-2.0,-0.56,-1.27,0.08000000000000002,-0.7
1975-09-01,25.62,-1.9,-1.41,-1.37,-2.95,-0.15999999999999992,-1.4600000000000002,-0.17999999999999994,-1.75,-0.32000000000000006,2.13,0.72,0.23000000000000004,0.8700000000000001,-0.58,1.42,-0.1,0.62,0.54
1975-10-01,22.789,-1.66,-1.61,-1.43,2.34,3.09,3.25,-1.37,-0.74,1.01,-1.75,-1.12,-1.84,-0.42000000000000004,-1.58,-1.0,-0.22,0.22,-0.4
1975-11-01,18.69,-1.36,-1.44,-1.55,-1.3099999999999998,0.5900000000000001,-2.5,-0.5799999999999998,0.6100000000000001,1.35,0.38,1.0,2.12,0.020000000000000018,-1.1600000000000001,0.41999999999999993,1.04,0.6200000000000001,0.40000000000000013
1975-12-01,14.209,-1.74,-1.81,-1.65,0.6000000000000001,0.44000000000000006,-0.15000000000000002,0.41999999999999993,0.915,0.30499999999999994,-0.39,-1.3900000000000001,-2.39,0.47,-0.54,0.6200000000000001,-2.05,-0.12,-0.7400000000000001
1976-01-01,12.544,-1.42,-1.9,-1.56,-0.31000000000000005,0.83,0.3899999999999999,0.42,1.22,0.30499999999999994,-0.7100000000000001,-0.9700000000000001,0.42000000000000004,-0.09,0.95,1.49,0.30000000000000004,-0.24999999999999994,-0.12999999999999995
1976-02-01,12.885,-1.24,-1.1,-1.17,0.25,-0.4900000000000001,-1.32,0.37,0.5700000000000001,-0.6499999999999999,1.4100000000000001,1.7599999999999998,2.73,-2.13,-1.8699999999999999,-2.82,0.31999999999999995,0.38,0.6299999999999999
1976-03-01,17.278,-0.97,-0.67,-0.73,-2.44,-2.43,-1.94,-0.8999999999999999,-0.69,-1.26,-0.22999999999999998,1.42,-0.33999999999999986,0.5999999999999999,-0.97,0.8999999999999999,0.33,0.4,0.020000000000000018
1976-04-01,21.177,-0.35,-0.66,-0.47,0.9,1.0099999999999998,3.44,-0.6900000000000001,0.050000000000000044,0.74,-0.24,2.03,0.6099999999999999,2.7,1.59,2.56,0.98,0.55,0.15000000000000002
1976-05-01,25.478,-0.57,-0.34,-0.28,0.37000000000000005,0.2,-0.8099999999999998,0.62,0.30999999999999994,0.2599999999999999,0.7999999999999999,1.3699999999999999,-0.6599999999999999,-0.3400000000000001,-0.020000000000000018,-1.61,0.2699999999999999,1.64,1.0899999999999999
1976-06-01,26.889,0.14,0.33,-0.05,2.5500000000000003,1.2700000000000002,1.0700000000000003,0.87,2.06,1.75,0.17000000000000015,1.6500000000000001,0.28000000000000025,-1.9,-1.01,-0.99,0.09000000000000008,1.8900000000000001,0.2500000000000002
1976-07-01,27.743,0.86,0.43,0.18,-0.27000000000000024,1.52,0.24999999999999978,-1.18,-1.81,-3.87,-1.4000000000000001,-1.86,-3.5100000000000002,1.2000000000000002,1.4100000000000001,2.42,1.07,0.76,-1.1300000000000001
1976-08-01,26.719,0.89,0.76,0.35,-2.9699999999999998,-3.24,-4.76,1.44,-0.76,1.05,2.63,2.8,4.66,-0.5,0.4800000000000001,-0.93,-1.1300000000000001,0.8999999999999999,0.1399999999999999
1976-09-01,25.913,1.08,0.82,0.62,2.69,2.4,5.640000000000001,1.59,1.01,1.77,-3.45,-2.7800000000000002,-5.58,0.58,0.19,-0.2900000000000001,-1.1199999999999999,-0.12,-1.02
1976-10-01,24.079,0.45,0.91,0.81,-0.73,-0.6699999999999999,-3.07,-0.29000000000000004,2.09,1.0799999999999998,1.53,0.5,3.2800000000000002,0.9500000000000001,1.56,1.37,-0.76,-0.66,-0.54
1976-11-01,19.757,0.11,0.78,0.86,-1.44,-0.8,-0.13000000000000012,0.6599999999999999,3.33,1.2400000000000002,-0.38,-0.26,-0.76,0.8099999999999999,2.35,0.79,0.89,-0.81,-0.15000000000000002
1976-12-01,14.91,0.6,0.66,0.85,-1.3,-2.7,-1.9000000000000001,-0.72,2.19,-1.1400000000000001,-1.61,-1.48,-1.22,-1.51,0.37,-1.98,-1.34,-0.10000000000000009,0.71
1977-01-01,13.020999999999999,0.65,0.88,0.71,1.29,-1.1,1.6,-0.72,1.05,-1.14,-0.1499999999999999,-0.9199999999999999,0.56,1.3900000000000001,1.85,1.48,0.030000000000000027,-0.3700000000000001,-0.27
1977-02-01,16.169999999999998,-0.01,0.56,0.64,-1.24,-2.59,-1.4899999999999998,-2.15,-1.47,-2.52,0.72,-1.6099999999999999,-0.69,0.8300000000000001,4.8100000000000005,2.9600000000000004,1.1600000000000001,0.47000000000000003,0.8400000000000001
1977-03-01,16.489,0.78,0.22,0.34,2.18,2.0300000000000002,4.62,-0.040000000000000036,-0.61,0.86,-0.25,-1.63,-0.020000000000000018,-3.12,1.09,-3.7200000000000006,1.75,1.8900000000000001,1.4200000000000002
1977-04-01,20.84,0.33,-0.64,0.23,-1.46,-0.32999999999999996,-2.3600000000000003,1.69,1.77,2.38,1.81,0.42000000000000004,2.05,0.36999999999999994,-1.24,-2.33,-0.8600000000000001,0.04999999999999993,-1.8400000000000003
1977-05-01,25.885,0.72,-0.38,0.21,-0.19999999999999996,-0.8999999999999999,-0.57,-2.09,-0.9400000000000001,-2.71,-1.31,-1.69,-2.11,-0.24000000000000005,-1.1400000000000001,0.09999999999999987,-1.4,-1.6199999999999999,-1.67
1977-06-01,28.133000000000006,1.2,-0.19,0.34,1.51,-1.9400000000000002,-1.0400000000000003,1.6,-0.21,0.7300000000000001,0.48,-1.3800000000000001,0.30999999999999983,1.13,1.8900000000000001,3.0300000000000002,0.6,-1.11,0.5099999999999998
1977-07-01,28.84,1.23,-0.23,0.35,-0.31,-1.98,-0.039999999999999813,0.27,1.24,1.45,-0.14999999999999997,-0.13,1.25,-1.6099999999999999,-0.92,-2.81,0.7899999999999999,-1.3900000000000001,-0.28
1977-08-01,28.664,0.85,-0.38,0.42,-1.1199999999999999,-0.1299999999999999,1.85,1.66,1.46,0.21999999999999997,-0.07,-2.83,-2.7,3.24,2.8200000000000003,3.74,-0.18999999999999995,-0.44999999999999996,0.9400000000000002
1977-09-01,26.267,0.86,-0.03,0.57,2.01,-0.8099999999999999,-0.68,-2.16,-2.29,-3.75,1.0,1.62,4.45,-2.92,-0.6799999999999999,-3.5,1.3599999999999999,2.03,2.4799999999999995
1977-10-01,21.638,1.2,0.27,0.73,0.13,0.050000000000000044,0.86,0.18,-1.82,0.47,0.5700000000000001,0.6600000000000001,-0.96,1.97,0.33999999999999997,1.02,-0.45999999999999996,2.33,0.30000000000000027
1977-11-01,19.439,1.33,0.19,0.81,-1.88,-0.39,-0.44000000000000006,0.33999999999999997,-2.14,-0.32000000000000006,-1.29,-0.25,-0.9100000000000001,-1.47,-1.94,-2.28,-1.94,-0.5,-2.83
1977-12-01,13.469,1.18,0.25,0.79,1.2,2.11,2.5,1.355,-0.06499999999999995,2.075,-0.81,0.55,0.8,-0.5800000000000001,-1.01,0.9299999999999999,-0.4,0.44000000000000006,0.9400000000000001
1978-01-01,12.878,0.63,0.14,0.69,-0.96,-0.14,-2.25,1.3549999999999998,2.01,2.0749999999999997,1.28,1.98,1.43,0.93,-1.4700000000000002,-0.4600000000000002,0.66,1.07,0.63
1978-02-01,15.853,1.64,0.0,0.42,-0.35,0.75,0.89,-2.28,1.88,-0.1299999999999999,-3.2,-1.94,-3.92,1.27,-1.0300000000000002,0.43999999999999995,-0.13999999999999999,-0.22999999999999998,-1.3
