ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,BEST,BEST_lower,BEST_upper,EA,EA_lower,EA_upper,EPNP,EPNP_lower,EPNP_upper,NAO,NAO_lower,NAO_upper,NINA,NINA_lower,NINA_upper,ONI,ONI_lower,ONI_upper,PNA,PNA_lower,PNA_upper,WP,WP_lower,WP_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1970-01-01,5.778871701614524,-11.862855562206882,-7.768239998721788,5.778871701614524,5.778871701614524,0.09606860359508362,0.09606860359508362,0.09606860359508362,-0.02867002062277509,-0.02867002062277509,-0.02867002062277509,-0.20461684484202153,-0.20461684484202153,-0.20461684484202153,-0.6914564621422706,-0.6914564621422706,-0.6914564621422706,0.0497586703095024,0.0497586703095024,0.0497586703095024,-0.05361318516293521,-0.05361318516293521,-0.05361318516293521,-0.03171741711620209,-0.03171741711620209,-0.03171741711620209,-0.7499359593915159,-0.7499359593915159,-0.7499359593915159,-15.474021106005797,-15.474021106005797,-15.474021106005797,-1.6141826153731342,-1.6141826153731342,-1.6141826153731342,-13.859838490632661,-13.859838490632661,-13.859838490632661,0.0,0.0,0.0,-9.695149404391273
1970-02-01,5.78219827677462,-10.565925630776082,-6.477730586565411,5.78219827677462,5.78219827677462,0.09146462076319924,0.09146462076319924,0.09146462076319924,-0.21448096495779204,-0.21448096495779204,-0.21448096495779204,-0.5065756838321892,-0.5065756838321892,-0.5065756838321892,0.09230529499902142,0.09230529499902142,0.09230529499902142,0.01443778216050457,0.01443778216050457,0.01443778216050457,-0.037681960483789606,-0.037681960483789606,-0.037681960483789606,-0.17310276070549668,-0.17310276070549668,-0.17310276070549668,-0.006952945252769104,-0.006952945252769104,-0.006952945252769104,-14.222361455224435,-14.222361455224435,-14.222361455224435,-0.7405866173093114,-0.7405866173093114,-0.7405866173093114,-13.481774837915124,-13.481774837915124,-13.481774837915124,0.0,0.0,0.0,-8.440163178449815
1970-03-01,5.785202925306318,-6.568357513966751,-2.535977316639234,5.785202925306318,5.785202925306318,0.018951891161020244,0.018951891161020244,0.018951891161020244,-0.7700740856426942,-0.7700740856426942,-0.7700740856426942,-0.5145219690687726,-0.5145219690687726,-0.5145219690687726,-0.42917398435876736,-0.42917398435876736,-0.42917398435876736,-0.017519211879064904,-0.017519211879064904,-0.017519211879064904,-0.03299630616639383,-0.03299630616639383,-0.03299630616639383,-0.09049559366456054,-0.09049559366456054,-0.09049559366456054,-0.10919831417094525,-0.10919831417094525,-0.10919831417094525,-10.32050517649938,-10.32050517649938,-10.32050517649938,-1.9450275737901783,-1.9450275737901783,-1.9450275737901783,-8.375477602709202,-8.375477602709202,-8.375477602709202,0.0,0.0,0.0,-4.535302251193062
1970-04-01,5.788529500466415,2.4937352704519333,6.569481097600981,5.788529500466415,5.788529500466415,0.04887777956826871,0.04887777956826871,0.04887777956826871,-0.036028869903369815,-0.036028869903369815,-0.036028869903369815,0.335730551245647,0.335730551245647,0.335730551245647,-0.4754591274970327,-0.4754591274970327,-0.4754591274970327,-0.030974788316778367,-0.030974788316778367,-0.030974788316778367,-0.02362499753160231,-0.02362499753160231,-0.02362499753160231,0.09219333344520218,0.09219333344520218,0.09219333344520218,0.28615044564600256,0.28615044564600256,0.28615044564600256,-1.268165325376651,-1.268165325376651,-1.268165325376651,0.1968643266563372,0.1968643266563372,0.1968643266563372,-1.4650296520329888,-1.4650296520329888,-1.4650296520329888,0.0,0.0,0.0,4.520364175089764
1970-05-01,5.791748766750378,9.89566794317018,14.02716756849738,5.791748766750378,5.791748766750378,0.013196912621164769,0.013196912621164769,0.013196912621164769,-0.039708294543667186,-0.039708294543667186,-0.039708294543667186,0.43108597408464727,0.43108597408464727,0.43108597408464727,0.34841642036408926,0.34841642036408926,0.34841642036408926,-0.06797762352049039,-0.06797762352049039,-0.06797762352049039,-0.009568034579415016,-0.009568034579415016,-0.009568034579415016,0.0667757435864526,0.0667757435864526,0.0667757435864526,-0.0614838086757964,-0.0614838086757964,-0.0614838086757964,6.182899857025878,6.182899857025878,6.182899857025878,0.680737289336985,0.680737289336985,0.680737289336985,5.502162567688893,5.502162567688893,5.502162567688893,0.0,0.0,0.0,11.974648623776256
1970-06-01,5.795075341910473,15.041404950867587,19.45125924196107,5.795075341910473,5.795075341910473,-0.0627688041049275,-0.0627688041049275,-0.0627688041049275,0.06331559538465907,0.06331559538465907,0.06331559538465907,0.5502802526333977,0.5502802526333977,0.5502802526333977,0.5829278122646334,0.5829278122646334,0.5829278122646334,-0.10834435283363077,-0.10834435283363077,-0.10834435283363077,0.022294414778876184,0.022294414778876184,0.022294414778876184,-0.04919201014409245,-0.04919201014409245,-0.04919201014409245,-0.054667450747917984,-0.054667450747917984,-0.054667450747917984,11.408835490327675,11.408835490327675,11.408835490327675,0.9438454572309979,0.9438454572309979,0.9438454572309979,10.464990033096678,10.464990033096678,10.464990033096678,0.0,0.0,0.0,17.203910832238147
1970-07-01,5.798294608194436,18.56623854374276,22.430504821095678,5.798294608194436,5.798294608194436,-0.045503868485361074,-0.045503868485361074,-0.045503868485361074,0.20865286867640506,0.20865286867640506,0.20865286867640506,1.106520219194233,1.106520219194233,1.106520219194233,0.04602015186075612,0.04602015186075612,0.04602015186075612,-0.14787010861941408,-0.14787010861941408,-0.14787010861941408,0.05321973327368822,0.05321973327368822,0.05321973327368822,-0.13021057781885678,-0.13021057781885678,-0.13021057781885678,0.33045677217721225,0.33045677217721225,0.33045677217721225,14.666926248317754,14.666926248317754,14.666926248317754,1.4212851902586625,1.4212851902586625,1.4212851902586625,13.245641058059093,13.245641058059093,13.245641058059093,0.0,0.0,0.0,20.46522085651219
1970-08-01,5.8016211833545315,16.150077562501977,20.281342505129444,5.8016211833545315,5.8016211833545315,-0.09729867534406035,-0.09729867534406035,-0.09729867534406035,0.43861690869499037,0.43861690869499037,0.43861690869499037,-0.7608568114028569,-0.7608568114028569,-0.7608568114028569,0.00590636114092622,0.00590636114092622,0.00590636114092622,-0.13189161159962934,-0.13189161159962934,-0.13189161159962934,0.06540243449891721,0.06540243449891721,0.06540243449891721,0.08266173724817108,0.08266173724817108,0.08266173724817108,0.33386495114115144,0.33386495114115144,0.33386495114115144,12.439699116137925,12.439699116137925,12.439699116137925,-0.06359470562239018,-0.06359470562239018,-0.06359470562239018,12.503293821760316,12.503293821760316,12.503293821760316,0.0,0.0,0.0,18.241320299492457
1970-09-01,5.804947758514627,11.69957848960453,15.703753560229089,5.804947758514627,5.804947758514627,-0.11686560237956896,-0.11686560237956896,-0.11686560237956896,-0.024990595982477718,-0.024990595982477718,-0.024990595982477718,0.1926974169871465,0.1926974169871465,0.1926974169871465,0.024420418396232327,0.024420418396232327,0.024420418396232327,-0.09236585581384604,-0.09236585581384604,-0.09236585581384604,0.06633956536239637,0.06633956536239637,0.06633956536239637,0.049301150558562254,0.049301150558562254,0.049301150558562254,-0.5215879688075892,-0.5215879688075892,-0.5215879688075892,7.890922349938765,7.890922349938765,7.890922349938765,-0.4230514716791444,-0.4230514716791444,-0.4230514716791444,8.313973821617909,8.313973821617909,8.313973821617909,0.0,0.0,0.0,13.695870108453391
1970-10-01,5.808167024798591,6.5580183471892495,10.60690151404647,5.808167024798591,5.808167024798591,-0.08578871826434938,-0.08578871826434938,-0.08578871826434938,0.08171271858614591,0.08171271858614591,0.08171271858614591,0.5502802526333977,0.5502802526333977,0.5502802526333977,-0.14529177311074035,-0.14529177311074035,-0.14529177311074035,-0.09236585581384604,-0.09236585581384604,-0.09236585581384604,0.06352817277195891,0.06352817277195891,0.06352817277195891,0.13826271506418583,0.13826271506418583,0.13826271506418583,0.4667839307347804,0.4667839307347804,0.4667839307347804,2.735770414609686,2.735770414609686,2.735770414609686,0.977121442601533,0.977121442601533,0.977121442601533,1.758648972008153,1.758648972008153,1.758648972008153,0.0,0.0,0.0,8.543937439408277
