ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,BEST,BEST_lower,BEST_upper,EA,EA_lower,EA_upper,EPNP,EPNP_lower,EPNP_upper,NAO,NAO_lower,NAO_upper,NINA,NINA_lower,NINA_upper,ONI,ONI_lower,ONI_upper,PNA,PNA_lower,PNA_upper,WP,WP_lower,WP_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1970-01-01,10.658691920075876,0.417981564295994,3.8399975665040884,10.658691920075876,10.658691920075876,-0.026692268023481854,-0.026692268023481854,-0.026692268023481854,-0.048207919899113515,-0.048207919899113515,-0.048207919899113515,-0.05037759064720142,-0.05037759064720142,-0.05037759064720142,-1.1104244655976205,-1.1104244655976205,-1.1104244655976205,0.30001096732214655,0.30001096732214655,0.30001096732214655,-0.20468494228395723,-0.20468494228395723,-0.20468494228395723,-0.0012473395687588997,-0.0012473395687588997,-0.0012473395687588997,0.19183416984544394,0.19183416984544394,0.19183416984544394,-8.476277694876638,-8.476277694876638,-8.476277694876638,-0.9497893888525428,-0.9497893888525428,-0.9497893888525428,-7.526488306024095,-7.526488306024095,-7.526488306024095,0.0,0.0,0.0,2.1824142251992384
1970-02-01,10.660173718883566,1.734826085673715,5.237140040281819,10.660173718883566,10.660173718883566,-0.0254130702510011,-0.0254130702510011,-0.0254130702510011,-0.36064435790311583,-0.36064435790311583,-0.36064435790311583,-0.12472121956345983,-0.12472121956345983,-0.12472121956345983,0.14823501331314418,0.14823501331314418,0.14823501331314418,0.08705001490227166,0.08705001490227166,0.08705001490227166,-0.1438625570059036,-0.1438625570059036,-0.1438625570059036,-0.0068075506305673526,-0.0068075506305673526,-0.0068075506305673526,0.0017785685082070367,0.0017785685082070367,0.0017785685082070367,-7.169884367297372,-7.169884367297372,-7.169884367297372,-0.42438515863042486,-0.42438515863042486,-0.42438515863042486,-6.745499208666946,-6.745499208666946,-6.745499208666946,0.0,0.0,0.0,3.4902893515861946
1970-03-01,10.66151211780664,2.545524975052916,6.175425771600942,10.66151211780664,10.66151211780664,-0.005265705334429335,-0.005265705334429335,-0.005265705334429335,-1.2948602418358754,-1.2948602418358754,-1.2948602418358754,-0.12667763085072978,-0.12667763085072978,-0.12667763085072978,-0.68921952186764,-0.68921952186764,-0.68921952186764,-0.10562894204904374,-0.10562894204904374,-0.10562894204904374,-0.12597362015941727,-0.12597362015941727,-0.12597362015941727,-0.0035588879877129762,-0.0035588879877129762,-0.0035588879877129762,0.027933009059202932,0.027933009059202932,0.027933009059202932,-6.315018573560788,-6.315018573560788,-6.315018573560788,-2.323251541025645,-2.323251541025645,-2.323251541025645,-3.9917670325351433,-3.9917670325351433,-3.9917670325351433,0.0,0.0,0.0,4.346493544245851
1970-04-01,10.66299391661433,6.6605391662628,10.14577574628788,10.66299391661433,10.66299391661433,-0.013580490855554192,-0.013580490855554192,-0.013580490855554192,-0.060581640216103703,-0.060581640216103703,-0.060581640216103703,0.08265837688715573,0.08265837688715573,0.08265837688715573,-0.7635498060552837,-0.7635498060552837,-0.7635498060552837,-0.18675692392328183,-0.18675692392328183,-0.18675692392328183,-0.09019574646644454,-0.09019574646644454,-0.09019574646644454,0.003625654395522666,0.003625654395522666,0.003625654395522666,-0.07319749440464787,-0.07319749440464787,-0.07319749440464787,-2.321267777341492,-2.321267777341492,-2.321267777341492,-1.1015780706386376,-1.1015780706386376,-1.1015780706386376,-1.2196897067028538,-1.2196897067028538,-1.2196897067028538,0.0,0.0,0.0,8.341726139272838
1970-05-01,10.66442791546048,11.76535307592819,15.149550155788466,10.66442791546048,10.66442791546048,-0.003666708118828401,-0.003666708118828401,-0.003666708118828401,-0.0667685003745988,-0.0667685003745988,-0.0667685003745988,0.10613531233439523,0.10613531233439523,0.10613531233439523,0.559529252484772,0.559529252484772,0.559529252484772,-0.4098588740774365,-0.4098588740774365,-0.4098588740774365,-0.036528935926985494,-0.036528935926985494,-0.036528935926985494,0.0026260658900290118,0.0026260658900290118,0.0026260658900290118,0.015727603468738187,0.015727603468738187,0.015727603468738187,2.8033393036576904,2.8033393036576904,2.8033393036576904,0.16719521568008533,0.16719521568008533,0.16719521568008533,2.636144087977605,2.636144087977605,2.636144087977605,0.0,0.0,0.0,13.467767219118171
1970-06-01,10.665909714268171,15.17721274349783,18.687978429560065,10.665909714268171,10.665909714268171,0.017440055127103924,0.017440055127103924,0.017440055127103924,0.10646358406326392,0.10646358406326392,0.10646358406326392,0.1354814816434446,0.1354814816434446,0.1354814816434446,0.9361360257021661,0.9361360257021661,0.9361360257021661,-0.6532428197001506,-0.6532428197001506,-0.6532428197001506,0.0851158346291217,0.0851158346291217,0.0851158346291217,-0.0019345566662857874,-0.0019345566662857874,-0.0019345566662857874,0.013983974098671793,0.013983974098671793,0.013983974098671793,6.180166333080855,6.180166333080855,6.180166333080855,0.6394435788973357,0.6394435788973357,0.6394435788973357,5.540722754183519,5.540722754183519,5.540722754183519,0.0,0.0,0.0,16.846076047349026
1970-07-01,10.667343713114322,16.925970258747427,20.360729935691555,10.667343713114322,10.667343713114322,0.012643063480301125,0.012643063480301125,0.012643063480301125,0.3508445603238203,0.3508445603238203,0.3508445603238203,0.27243027175234164,0.27243027175234164,0.27243027175234164,0.07390472912550057,0.07390472912550057,0.07390472912550057,-0.8915562664557249,-0.8915562664557249,-0.8915562664557249,0.20318281781593162,0.20318281781593162,0.20318281781593162,-0.0051207450275468115,-0.0051207450275468115,-0.0051207450275468115,-0.08453108531007944,-0.08453108531007944,-0.08453108531007944,7.9101113719549145,7.9101113719549145,7.9101113719549145,-0.06820265429545594,-0.06820265429545594,-0.06820265429545594,7.97831402625037,7.97831402625037,7.97831402625037,0.0,0.0,0.0,18.577455085069236
1970-08-01,10.66882551192201,16.397420909413814,20.016408148462062,10.66882551192201,10.66882551192201,0.027034038420709526,0.027034038420709526,0.027034038420709526,0.7375233202297639,0.7375233202297639,0.7375233202297639,-0.18732638075609848,-0.18732638075609848,-0.18732638075609848,0.009485149496209483,0.009485149496209483,0.009485149496209483,-0.7952167879800672,-0.7952167879800672,-0.7952167879800672,0.24969405361679614,0.24969405361679614,0.24969405361679614,0.003250808705962546,0.003250808705962546,0.003250808705962546,-0.08540289999511264,-0.08540289999511264,-0.08540289999511264,7.6458463351395745,7.6458463351395745,7.6458463351395745,-0.04095869826183698,-0.04095869826183698,-0.04095869826183698,7.686805033401412,7.686805033401412,7.686805033401412,0.0,0.0,0.0,18.314671847061586
1970-09-01,10.6703073107297,13.212780749439727,16.855362963249082,10.6703073107297,10.6703073107297,0.0324706289537527,0.0324706289537527,0.0324706289537527,-0.042021059740618406,-0.042021059740618406,-0.042021059740618406,0.04744297371629649,0.04744297371629649,0.04744297371629649,0.03921726317126691,0.03921726317126691,0.03921726317126691,-0.556903341224493,-0.556903341224493,-0.556903341224493,0.25327184098609345,0.25327184098609345,0.25327184098609345,0.0019388487925021244,0.0019388487925021244,0.0019388487925021244,0.13342258594821974,0.13342258594821974,0.13342258594821974,4.368461880007497,4.368461880007497,4.368461880007497,-0.09116025939698005,-0.09116025939698005,-0.09116025939698005,4.459622139404477,4.459622139404477,4.459622139404477,0.0,0.0,0.0,15.038769190737199
1970-10-01,10.671741309575854,8.76038713615608,12.272603326509032,10.671741309575854,10.671741309575854,0.023836043989507658,0.023836043989507658,0.023836043989507658,0.1373978848557394,0.1373978848557394,0.1373978848557394,0.1354814816434446,0.1354814816434446,0.1354814816434446,-0.2333271121834262,-0.2333271121834262,-0.2333271121834262,-0.556903341224493,-0.556903341224493,-0.556903341224493,0.24253847887820162,0.24253847887820162,0.24253847887820162,0.005437408561729915,0.005437408561729915,0.005437408561729915,-0.1194036727114073,-0.1194036727114073,-0.1194036727114073,-0.22564564702758638,-0.22564564702758638,-0.22564564702758638,-0.36494282819070334,-0.36494282819070334,-0.36494282819070334,0.13929718116311696,0.13929718116311696,0.13929718116311696,0.0,0.0,0.0,10.446095662548267
