horizon,mse,rmse,mae,mape,mdape,coverage,Model
365 days,2.5109459650249937,1.584596467566741,1.2501411694071942,0.2084672696651222,0.09858962110986015,0.7387387387387387,indices
365 days,2.098330728928819,1.4485616068807081,1.1499517756507776,0.17944936881465368,0.06667877560057975,0.7927927927927927,tele_diff
365 days,2.02820922538158,1.4241521075298031,1.0793337367634224,0.17555552065354035,0.08767200684010558,0.8018018018018017,lagged_tele
365 days,2.72274417735761,1.6500739914796578,1.3202034938088734,0.22252257924964394,0.07643912382157572,0.7207207207207207,elnino_cat
365 days,2.9723907506048035,1.7240622815330087,1.383633491336645,0.23650135582802523,0.10370033743405492,0.7207207207207207,lagged_elnino
365 days,2.6458388737044887,1.6266034777119127,1.3289995184741112,0.21168487339060568,0.08346296940631567,0.7117117117117117,ideal_lag
365 days,2.795317231906852,1.6719202229493046,1.3741951782871933,0.23345328236942636,0.09897885948217909,0.6576576576576575,overfitted
