ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,BEST,BEST_lower,BEST_upper,EA,EA_lower,EA_upper,EPNP,EPNP_lower,EPNP_upper,NAO,NAO_lower,NAO_upper,NINA,NINA_lower,NINA_upper,ONI,ONI_lower,ONI_upper,PNA,PNA_lower,PNA_upper,WP,WP_lower,WP_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1970-01-01,12.51107837496818,-0.9282805782509932,1.328008211971772,12.51107837496818,12.51107837496818,-0.08758476891279479,-0.08758476891279479,-0.08758476891279479,-0.012369068976247018,-0.012369068976247018,-0.012369068976247018,0.0061178965866018654,0.0061178965866018654,0.0061178965866018654,-0.2434229986783959,-0.2434229986783959,-0.2434229986783959,-0.10501459454465614,-0.10501459454465614,-0.10501459454465614,0.24522579440525938,0.24522579440525938,0.24522579440525938,-0.06711484496151643,-0.06711484496151643,-0.06711484496151643,-0.7383121878996546,-0.7383121878996546,-0.7383121878996546,-12.33743963111164,-12.33743963111164,-12.33743963111164,-1.0024747729814036,-1.0024747729814036,-1.0024747729814036,-11.334964858130236,-11.334964858130236,-11.334964858130236,0.0,0.0,0.0,0.1736387438565412
1970-02-01,12.512802490256986,0.6473933858209979,2.9132441950416266,12.512802490256986,12.512802490256986,-0.08337632257705208,-0.08337632257705208,-0.08337632257705208,-0.09485503419936231,-0.09485503419936231,-0.09485503419936231,0.015097739774351162,0.015097739774351162,0.015097739774351162,0.03200882639089875,0.03200882639089875,0.03200882639089875,-0.030483073259747688,-0.030483073259747688,-0.030483073259747688,0.17228890155217802,0.17228890155217802,0.17228890155217802,-0.3668073515255711,-0.3668073515255711,-0.3668073515255711,-0.006489316426572929,-0.006489316426572929,-0.006489316426572929,-10.685758529761493,-10.685758529761493,-10.685758529761493,-0.3626156302708782,-0.3626156302708782,-0.3626156302708782,-10.323142899490614,-10.323142899490614,-10.323142899490614,0.0,0.0,0.0,1.8270439604954927
1970-03-01,12.51435975567913,3.512765779947486,5.8484739499624805,12.51435975567913,12.51435975567913,-0.017093292789104177,-0.017093292789104177,-0.017093292789104177,-0.3414962371437268,-0.3414962371437268,-0.3414962371437268,0.015334051437186665,0.015334051437186665,0.015334051437186665,-0.15125093123394692,-0.15125093123394692,-0.15125093123394692,0.036950207902788544,0.036950207902788544,0.036950207902788544,0.15083687424244818,0.15083687424244818,0.15083687424244818,-0.1917061117353369,-0.1917061117353369,-0.1917061117353369,-0.10719888589534562,-0.10719888589534562,-0.10719888589534562,-7.833996499933407,-7.833996499933407,-7.833996499933407,-0.6056243252150372,-0.6056243252150372,-0.6056243252150372,-7.228372174718369,-7.228372174718369,-7.228372174718369,0.0,0.0,0.0,4.680363255745724
1970-04-01,12.516083870967936,10.20576459849341,12.615413708880741,12.516083870967936,12.516083870967936,-0.04444819397143188,-0.04444819397143188,-0.04444819397143188,-0.015635839876172376,-0.015635839876172376,-0.015635839876172376,-0.009951296486212664,-0.009951296486212664,-0.009951296486212664,-0.16751659019473203,-0.16751659019473203,-0.16751659019473203,0.06534316839227748,0.06534316839227748,0.06534316839227748,0.10793281962298855,0.10793281962298855,0.10793281962298855,0.19553701472383483,0.19553701472383483,0.19553701472383483,0.28221144938390885,0.28221144938390885,0.28221144938390885,-1.166793631829337,-1.166793631829337,-1.166793631829337,0.41347253159446073,0.41347253159446073,0.41347253159446073,-1.5802661634237978,-1.5802661634237978,-1.5802661634237978,0.0,0.0,0.0,11.349290239138599
1970-05-01,12.517752369634522,15.024520330902252,17.278933957483094,12.517752369634522,12.517752369634522,-0.011832734869425768,-0.011832734869425768,-0.011832734869425768,-0.017269225326135056,-0.017269225326135056,-0.017269225326135056,-0.012787036440238757,-0.012787036440238757,-0.012787036440238757,0.12201213930724308,0.12201213930724308,0.12201213930724308,0.14342380973837207,0.14342380973837207,0.14342380973837207,0.04357673769379915,0.04357673769379915,0.04357673769379915,0.14165971017299353,0.14165971017299353,0.14165971017299353,-0.06020108680991837,-0.06020108680991837,-0.06020108680991837,3.6734000088173047,3.6734000088173047,3.6734000088173047,0.34858231346668983,0.34858231346668983,0.34858231346668983,3.324817695350614,3.324817695350614,3.324817695350614,0.0,0.0,0.0,16.191152378451825
1970-06-01,12.519476484923327,18.390914369399507,20.80952768702266,12.519476484923327,12.519476484923327,0.057606629670329194,0.057606629670329194,0.057606629670329194,0.028465567272819955,0.028465567272819955,0.028465567272819955,-0.016331711382771372,-0.016331711382771372,-0.016331711382771372,0.204424811375221,0.204424811375221,0.204424811375221,0.2286026912068389,0.2286026912068389,0.2286026912068389,-0.10229704801236357,-0.10229704801236357,-0.10229704801236357,-0.10415549184021983,-0.10415549184021983,-0.10415549184021983,-0.05348711551200019,-0.05348711551200019,-0.05348711551200019,7.146601906658574,7.146601906658574,7.146601906658574,0.24282833277785412,0.24282833277785412,0.24282833277785412,6.903773573880721,6.903773573880721,6.903773573880721,0.0,0.0,0.0,19.6660783915819
1970-07-01,12.521144983589913,22.1096140524789,24.404965206910305,12.521144983589913,12.521144983589913,0.04182495591129396,0.04182495591129396,0.04182495591129396,0.09298429254634577,0.09298429254634577,0.09298429254634577,-0.03287352778125692,-0.03287352778125692,-0.03287352778125692,0.01574316743011363,0.01574316743011363,0.01574316743011363,0.31200701264471264,0.31200701264471264,0.31200701264471264,-0.24388042825658032,-0.24388042825658032,-0.24388042825658032,-0.2758894000960264,-0.2758894000960264,-0.2758894000960264,0.32585226282037705,0.32585226282037705,0.32585226282037705,10.710399571967633,10.710399571967633,10.710399571967633,0.2357683352189793,0.2357683352189793,0.2357683352189793,10.474631236748653,10.474631236748653,10.474631236748653,0.0,0.0,0.0,23.231544555557548
1970-08-01,12.522869098878719,24.201280555411877,26.56281168577105,12.522869098878719,12.522869098878719,0.08916997718839963,0.08916997718839963,0.08916997718839963,0.1950708831690132,0.1950708831690132,0.1950708831690132,0.02265971298508741,0.02265971298508741,0.02265971298508741,0.0016462629974331924,0.0016462629974331924,0.0016462629974331924,0.27829037206344454,0.27829037206344454,0.27829037206344454,-0.2996556992618778,-0.2996556992618778,-0.2996556992618778,0.17533302551726934,0.17533302551726934,0.17533302551726934,0.32920924846933614,0.32920924846933614,0.32920924846933614,12.878450255516842,12.878450255516842,12.878450255516842,0.7917237831281057,0.7917237831281057,0.7917237831281057,12.086726472388737,12.086726472388737,12.086726472388737,0.0,0.0,0.0,25.40131935439556
1970-09-01,12.524593214167522,18.958871595497467,21.247052034027522,12.524593214167522,12.524593214167522,0.10705587411530619,0.10705587411530619,0.10705587411530619,-0.010735683526284338,-0.010735683526284338,-0.010735683526284338,-0.005697686555173524,-0.005697686555173524,-0.005697686555173524,0.008152526581747241,0.008152526581747241,0.008152526581747241,0.1948860506255708,0.1948860506255708,0.1948860506255708,-0.3039461047238238,-0.3039461047238238,-0.3039461047238238,0.10461906329429015,0.10461906329429015,0.10461906329429015,-0.5133941494193955,-0.5133941494193955,-0.5133941494193955,7.556963486016895,7.556963486016895,7.556963486016895,-0.4190601096077629,-0.4190601096077629,-0.4190601096077629,7.976023595624657,7.976023595624657,7.976023595624657,0.0,0.0,0.0,20.081556700184418
1970-10-01,12.526261712834108,13.900287119553928,16.195331923687906,12.526261712834108,12.526261712834108,0.0786488613490428,0.0786488613490428,0.0786488613490428,0.03663249452263335,0.03663249452263335,0.03663249452263335,-0.016331711382771372,-0.016331711382771372,-0.016331711382771372,-0.051488222941131534,-0.051488222941131534,-0.051488222941131534,0.1948860506255708,0.1948860506255708,0.1948860506255708,-0.2910748883379859,-0.2910748883379859,-0.2910748883379859,0.2931896292222346,0.2931896292222346,0.2931896292222346,0.46013168877874056,0.46013168877874056,0.46013168877874056,2.434356452077435,2.434356452077435,2.434356452077435,0.7045939018363333,0.7045939018363333,0.7045939018363333,1.7297625502411014,1.7297625502411014,1.7297625502411014,0.0,0.0,0.0,14.960618164911542
