ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,BEST,BEST_lower,BEST_upper,EA_first_difference,EA_first_difference_lower,EA_first_difference_upper,EA_seasonal_difference,EA_seasonal_difference_lower,EA_seasonal_difference_upper,EA_seasonal_first_difference,EA_seasonal_first_difference_lower,EA_seasonal_first_difference_upper,EPNP_first_difference,EPNP_first_difference_lower,EPNP_first_difference_upper,EPNP_seasonal_difference,EPNP_seasonal_difference_lower,EPNP_seasonal_difference_upper,EPNP_seasonal_first_difference,EPNP_seasonal_first_difference_lower,EPNP_seasonal_first_difference_upper,NAO_first_difference,NAO_first_difference_lower,NAO_first_difference_upper,NAO_seasonal_difference,NAO_seasonal_difference_lower,NAO_seasonal_difference_upper,NAO_seasonal_first_difference,NAO_seasonal_first_difference_lower,NAO_seasonal_first_difference_upper,NINA,NINA_lower,NINA_upper,ONI,ONI_lower,ONI_upper,PNA_first_difference,PNA_first_difference_lower,PNA_first_difference_upper,PNA_seasonal_difference,PNA_seasonal_difference_lower,PNA_seasonal_difference_upper,PNA_seasonal_first_difference,PNA_seasonal_first_difference_lower,PNA_seasonal_first_difference_upper,WP_first_difference,WP_first_difference_lower,WP_first_difference_upper,WP_seasonal_difference,WP_seasonal_difference_lower,WP_seasonal_difference_upper,WP_seasonal_first_difference,WP_seasonal_first_difference_lower,WP_seasonal_first_difference_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1970-01-01,26.78858082600315,25.96980398737715,26.68250811723587,26.78858082600315,26.78858082600315,0.024547623564916004,0.024547623564916004,0.024547623564916004,0.004638202231456739,0.004638202231456739,0.004638202231456739,0.0034742437287687803,0.0034742437287687803,0.0034742437287687803,5.8137697399355085e-05,5.8137697399355085e-05,5.8137697399355085e-05,0.0040751309526889145,0.0040751309526889145,0.0040751309526889145,0.015671743059230924,0.015671743059230924,0.015671743059230924,-0.003943604600055881,-0.003943604600055881,-0.003943604600055881,0.02371392506732524,0.02371392506732524,0.02371392506732524,0.013491581195245761,0.013491581195245761,0.013491581195245761,-0.026704952320559788,-0.026704952320559788,-0.026704952320559788,-0.006456681258001924,-0.006456681258001924,-0.006456681258001924,0.07901166197600952,0.07901166197600952,0.07901166197600952,-0.008987403939358603,-0.008987403939358603,-0.008987403939358603,0.11977128836217144,0.11977128836217144,0.11977128836217144,0.0038247030094466063,0.0038247030094466063,0.0038247030094466063,0.08956570632634805,0.08956570632634805,0.08956570632634805,-0.024476712535732692,-0.024476712535732692,-0.024476712535732692,0.010418920455445865,0.010418920455445865,0.010418920455445865,-0.4439157192808165,-0.4439157192808165,-0.4439157192808165,0.32169351297274434,0.32169351297274434,0.32169351297274434,-0.7656092322535608,-0.7656092322535608,-0.7656092322535608,0.0,0.0,0.0,26.344665106722335
1970-02-01,26.788332388488747,26.32301010822837,27.064949832033527,26.788332388488747,26.788332388488747,0.023371205534184706,0.023371205534184706,0.023371205534184706,-0.005689352878812373,-0.005689352878812373,-0.005689352878812373,-0.011968067429347829,-0.011968067429347829,-0.011968067429347829,0.0009939494683840497,0.0009939494683840497,0.0009939494683840497,0.009044957064114031,0.009044957064114031,0.009044957064114031,-0.05092929487338008,-0.05092929487338008,-0.05092929487338008,0.029773342251528084,0.029773342251528084,0.029773342251528084,-0.03145476572892442,-0.03145476572892442,-0.03145476572892442,-0.04288251660076868,-0.04288251660076868,-0.04288251660076868,0.04771942780941406,0.04771942780941406,0.04771942780941406,-0.0018734455101595054,-0.0018734455101595054,-0.0018734455101595054,0.055533248309911284,0.055533248309911284,0.055533248309911284,0.005704517698776341,0.005704517698776341,0.005704517698776341,0.11590515177245907,0.11590515177245907,0.11590515177245907,0.0019541959688420046,0.0019541959688420046,0.0019541959688420046,-0.07134324000598974,-0.07134324000598974,-0.07134324000598974,-0.00987087064547649,-0.00987087064547649,-0.00987087064547649,-0.0064469332330891055,-0.0064469332330891055,-0.0064469332330891055,-0.09252473101299465,-0.09252473101299465,-0.09252473101299465,0.0575415089716654,0.0575415089716654,0.0575415089716654,-0.15006623998466004,-0.15006623998466004,-0.15006623998466004,0.0,0.0,0.0,26.695807657475754
1970-03-01,26.788107993314448,26.77584578291168,27.48649359448195,26.788107993314448,26.788107993314448,0.004842621550166802,0.004842621550166802,0.004842621550166802,-0.017032733081894843,-0.017032733081894843,-0.017032733081894843,0.06946599531853272,0.06946599531853272,0.06946599531853272,-0.0052164377390598315,-0.0052164377390598315,-0.0052164377390598315,0.00028859677255549366,0.00028859677255549366,0.00028859677255549366,-0.027448159704831325,-0.027448159704831325,-0.027448159704831325,-0.010420306255162406,-0.010420306255162406,-0.010420306255162406,0.020986484174027507,0.020986484174027507,0.020986484174027507,-0.010891080734932264,-0.010891080734932264,-0.010891080734932264,-0.027144466376445468,-0.027144466376445468,-0.027144466376445468,0.002273291595031254,0.002273291595031254,0.002273291595031254,0.04862783252576474,0.04862783252576474,0.04862783252576474,-0.003302269044602037,-0.003302269044602037,-0.003302269044602037,0.0014675087169728834,0.0014675087169728834,0.0014675087169728834,0.06139475303694388,0.06139475303694388,0.06139475303694388,0.009765334568034184,0.009765334568034184,0.009765334568034184,-0.014116754915899806,-0.014116754915899806,-0.014116754915899806,0.0018735545865881482,0.0018735545865881482,0.0018735545865881482,0.3328061693141567,0.3328061693141567,0.3328061693141567,0.10541376499178966,0.10541376499178966,0.10541376499178966,0.22739240432236704,0.22739240432236704,0.22739240432236704,0.0,0.0,0.0,27.120914162628605
1970-04-01,26.787859555800043,26.800190214333295,27.53944724438134,26.78785955580004,26.78785955580004,0.012489338749920222,0.012489338749920222,0.012489338749920222,0.022528010810447495,0.022528010810447495,0.022528010810447495,0.008661895133448578,0.008661895133448578,0.008661895133448578,0.003901926541857149,0.003901926541857149,0.003901926541857149,-0.025270508943345104,-0.025270508943345104,-0.025270508943345104,0.032748932272720924,0.032748932272720924,0.032748932272720924,-0.026802551618078915,-0.026802551618078915,-0.026802551618078915,0.0018943979209433545,0.0018943979209433545,0.0018943979209433545,0.05326471767709644,0.05326471767709644,0.05326471767709644,-0.054394337841357145,-0.054394337841357145,-0.054394337841357145,0.00401928616563789,0.00401928616563789,0.00401928616563789,0.034817000957471665,0.034817000957471665,0.034817000957471665,-0.007326578015047694,-0.007326578015047694,-0.007326578015047694,-0.04337967572369062,-0.04337967572369062,-0.04337967572369062,0.023984612224851796,0.023984612224851796,0.023984612224851796,-0.03798406820538312,-0.03798406820538312,-0.03798406820538312,-0.01173905972446275,-0.01173905972446275,-0.01173905972446275,-0.0010498600527579151,-0.0010498600527579151,-0.0010498600527579151,0.37454184694358944,0.37454184694358944,0.37454184694358944,-0.009636521669727753,-0.009636521669727753,-0.009636521669727753,0.38417836861331706,0.38417836861331706,0.38417836861331706,0.0,0.0,0.0,27.162401402743633
1970-05-01,26.78761913239901,27.323030208606312,28.054674113562918,26.78761913239901,26.78761913239901,0.0033720990117526825,0.0033720990117526825,0.0033720990117526825,-0.0001023148683389194,-0.0001023148683389194,-0.0001023148683389194,0.014090832649973946,0.014090832649973946,0.014090832649973946,-0.00034402934467671185,-0.00034402934467671185,-0.00034402934467671185,-0.00278796224880291,-0.00278796224880291,-0.00278796224880291,0.0669033106997009,0.0669033106997009,0.0669033106997009,-0.0151825868839172,-0.0151825868839172,-0.0151825868839172,-0.03306643534769126,-0.03306643534769126,-0.03306643534769126,-0.00950766729208528,-0.00950766729208528,-0.00950766729208528,0.05314010116533734,0.05314010116533734,0.05314010116533734,0.008820771234806138,0.008820771234806138,0.008820771234806138,0.014100753605032053,0.014100753605032053,0.014100753605032053,0.0010414295266726423,0.0010414295266726423,0.0010414295266726423,-0.05807099476459762,-0.05807099476459762,-0.05807099476459762,0.00777355120627855,0.00777355120627855,0.00777355120627855,0.03331298525081533,0.03331298525081533,0.03331298525081533,-0.030251115143508398,-0.030251115143508398,-0.030251115143508398,0.008170139963641203,0.008170139963641203,0.008170139963641203,0.8929572838275467,0.8929572838275467,0.8929572838275467,0.061412868420392494,0.061412868420392494,0.061412868420392494,0.831544415407154,0.831544415407154,0.831544415407154,0.0,0.0,0.0,27.680576416226554
1970-06-01,26.7873706948846,27.16388915067268,27.878938251271368,26.7873706948846,26.7873706948846,-0.01603879849531369,-0.01603879849531369,-0.01603879849531369,0.0031708993196152254,0.0031708993196152254,0.0031708993196152254,0.021450059061263897,0.021450059061263897,0.021450059061263897,-0.00046777304993088657,-0.00046777304993088657,-0.00046777304993088657,-0.003497937407577928,-0.003497937407577928,-0.003497937407577928,0.1668048675986174,0.1668048675986174,0.1668048675986174,-0.04451823555704676,-0.04451823555704676,-0.04451823555704676,-0.009387289410424556,-0.009387289410424556,-0.009387289410424556,-0.01746229458845542,-0.01746229458845542,-0.01746229458845542,0.006698115926751308,0.006698115926751308,0.006698115926751308,0.014058754946626045,0.014058754946626045,0.014058754946626045,-0.032856073727164405,-0.032856073727164405,-0.032856073727164405,0.004682470976123475,0.004682470976123475,0.004682470976123475,-0.07198908648756216,-0.07198908648756216,-0.07198908648756216,0.007357882975033082,0.007357882975033082,0.007357882975033082,-0.0007002879576463221,-0.0007002879576463221,-0.0007002879576463221,-0.025156054019000423,-0.025156054019000423,-0.025156054019000423,-0.0022492096483870674,-0.0022492096483870674,-0.0022492096483870674,0.733017536305806,0.733017536305806,0.733017536305806,-9.998954447916889e-05,-9.998954447916889e-05,-9.998954447916889e-05,0.7331175258502851,0.7331175258502851,0.7331175258502851,0.0,0.0,0.0,27.520388231190406
1970-07-01,26.787130271483566,26.64538030869461,27.398350040009653,26.787130271483566,26.787130271483566,-0.011627230880071334,-0.011627230880071334,-0.011627230880071334,0.004468898049321179,0.004468898049321179,0.004468898049321179,0.0052838895676105705,0.0052838895676105705,0.0052838895676105705,0.001040353357854365,0.001040353357854365,0.001040353357854365,-0.016514148651786565,-0.016514148651786565,-0.016514148651786565,0.012256305216532926,0.012256305216532926,0.012256305216532926,0.06901453463246762,0.06901453463246762,0.06901453463246762,0.02160635710432245,0.02160635710432245,0.02160635710432245,0.008130854104213716,0.008130854104213716,0.008130854104213716,-0.021723793020522172,-0.021723793020522172,-0.021723793020522172,0.019187613997783036,0.019187613997783036,0.019187613997783036,-0.07843181790253155,-0.07843181790253155,-0.07843181790253155,0.0032771567324757856,0.0032771567324757856,0.0032771567324757856,0.00958639555536886,0.00958639555536886,0.00958639555536886,-0.04397714358378218,-0.04397714358378218,-0.04397714358378218,-0.03700291609360058,-0.03700291609360058,-0.03700291609360058,0.027662746305065603,0.027662746305065603,0.027662746305065603,-0.02331278692162408,-0.02331278692162408,-0.02331278692162408,0.22824630789140346,0.22824630789140346,0.22824630789140346,-0.05107473243090237,-0.05107473243090237,-0.05107473243090237,0.27932104032230587,0.27932104032230587,0.27932104032230587,0.0,0.0,0.0,27.01537657937497
1970-08-01,26.78688183396916,26.533240143508614,27.279085100430933,26.78688183396916,26.78688183396916,-0.024861933725798403,-0.024861933725798403,-0.024861933725798403,0.007064895508733088,0.007064895508733088,0.007064895508733088,-0.03175352860068473,-0.03175352860068473,-0.03175352860068473,0.002378332170915126,0.002378332170915126,0.002378332170915126,0.05566665915700678,0.05566665915700678,0.05566665915700678,-0.04580613810933308,-0.04580613810933308,-0.04580613810933308,0.025963517748524245,0.025963517748524245,0.025963517748524245,0.0016464487488253771,0.0016464487488253771,0.0016464487488253771,-0.03440910926333093,-0.03440910926333093,-0.03440910926333093,0.03599905298579612,0.03599905298579612,0.03599905298579612,0.017114245445187658,0.017114245445187658,0.017114245445187658,-0.09638589894131255,-0.09638589894131255,-0.09638589894131255,-0.008540258498197973,-0.008540258498197973,-0.008540258498197973,0.004173804329771541,0.004173804329771541,0.004173804329771541,0.0027855324313329384,0.0027855324313329384,0.0027855324313329384,-0.0003732372537188067,-0.0003732372537188067,-0.0003732372537188067,0.05449673489414096,0.05449673489414096,0.05449673489414096,-0.011844006413420302,-0.011844006413420302,-0.011844006413420302,0.11813887686531942,0.11813887686531942,0.11813887686531942,-0.046684887385562895,-0.046684887385562895,-0.046684887385562895,0.16482376425088233,0.16482376425088233,0.16482376425088233,0.0,0.0,0.0,26.90502071083448
1970-09-01,26.78663339645476,26.259833576882993,26.98303885869378,26.78663339645476,26.78663339645476,-0.02986171035640641,-0.02986171035640641,-0.02986171035640641,-0.014210996712968856,-0.014210996712968856,-0.014210996712968856,-0.007021702136513602,-0.007021702136513602,-0.007021702136513602,-0.0015814663972184566,-0.0015814663972184566,-0.0015814663972184566,-0.028347067964703515,-0.028347067964703515,-0.028347067964703515,0.015244813328893674,0.015244813328893674,0.015244813328893674,-0.027183534068379298,-0.027183534068379298,-0.027183534068379298,-0.0007090683862953951,-0.0007090683862953951,-0.0007090683862953951,0.0364908296825768,0.0364908296825768,0.0364908296825768,-0.06010802056787089,-0.06010802056787089,-0.06010802056787089,0.011985386394030666,0.011985386394030666,0.011985386394030666,-0.09776698209814187,-0.09776698209814187,-0.09776698209814187,0.001360819127501662,0.001360819127501662,0.001360819127501662,-0.0650300406260799,-0.0650300406260799,-0.0650300406260799,0.03707816150908402,0.03707816150908402,0.03707816150908402,0.0820435401360152,0.0820435401360152,0.0820435401360152,-0.029401938289423737,-0.029401938289423737,-0.029401938289423737,0.03702948960846772,0.03702948960846772,0.03702948960846772,-0.16869601757972233,-0.16869601757972233,-0.16869601757972233,-0.1399894878174321,-0.1399894878174321,-0.1399894878174321,-0.028706529762290184,-0.028706529762290184,-0.028706529762290184,0.0,0.0,0.0,26.617937378875038
1970-10-01,26.786392973053722,26.142328885720538,26.890901130828574,26.786392973053722,26.786392973053722,-0.021920888648970165,-0.021920888648970165,-0.021920888648970165,0.0032837687743722654,0.0032837687743722654,0.0032837687743722654,0.02229456045272339,0.02229456045272339,0.02229456045272339,-0.001875357697197121,-0.001875357697197121,-0.001875357697197121,-0.010597688995328093,-0.010597688995328093,-0.010597688995328093,0.1019115485873554,0.1019115485873554,0.1019115485873554,-0.03861300757739081,-0.03861300757739081,-0.03861300757739081,0.006853381363302873,0.006853381363302873,0.006853381363302873,0.029746689148697783,0.029746689148697783,0.029746689148697783,0.005672583129684735,0.005672583129684735,0.005672583129684735,0.011985386394030666,0.011985386394030666,0.011985386394030666,-0.09362373262765394,-0.09362373262765394,-0.09362373262765394,-0.003557780725265253,-0.003557780725265253,-0.003557780725265253,-0.05729776744665515,-0.05729776744665515,-0.05729776744665515,-0.004280827499840017,-0.004280827499840017,-0.004280827499840017,-0.09489089068877088,-0.09489089068877088,-0.09489089068877088,0.018661471651768177,0.018661471651768177,0.018661471651768177,-0.021213925129273063,-0.021213925129273063,-0.021213925129273063,-0.2765393169938663,-0.2765393169938663,-0.2765393169938663,-0.1474624775344092,-0.1474624775344092,-0.1474624775344092,-0.12907683945945708,-0.12907683945945708,-0.12907683945945708,0.0,0.0,0.0,26.509853656059857
