horizon,mse,rmse,mae,mape,mdape,coverage,Model
365 days,1.0669729976082356,1.032943850172039,0.8234140033095023,0.22038766553829192,0.049211298559244325,0.7623762376237624,indices
365 days,0.8105971502335356,0.9003316890088539,0.693177385727809,0.15722947615334956,0.047299743334017756,0.6930693069306929,tele_diff
365 days,1.1245789317876855,1.0604616597443235,0.878403437125606,0.2078343868418015,0.044973331392811525,0.6435643564356432,lagged_tele
365 days,1.0334904155458526,1.0166073064590144,0.833266675651668,0.20633758945407862,0.0505639483207844,0.7722772277227721,elnino_cat
365 days,1.2236434579782287,1.106184188089049,0.9143583295084156,0.23199735680917724,0.06010784826854131,0.6336633663366334,lagged_elnino
365 days,1.356553348120965,1.1647117017189126,0.9414287289331105,0.21491325463250213,0.03661915125445571,0.6237623762376235,ideal_lag
365 days,1.3369024097321411,1.15624496095427,1.0027102257021066,0.20209255655369598,0.05950592590464755,0.6237623762376235,overfitted
