ds,AverageTemperature,BEST,NINA,ONI,EA,EPNP,NAO,PNA,WP
1975-11-01,18.69,-1.66,-1.4,-1.37,0.45,-0.5,-0.95,-0.63,-0.13
1975-12-01,14.209,-1.36,-1.19,-1.43,2.24,-0.14,0.95,-0.16,0.81
1976-01-01,12.544,-1.74,-1.08,-1.55,-0.71,-1.57,1.04,-0.25,0.24
1976-02-01,12.885,-1.42,-1.41,-1.65,1.63,-1.21,-0.7,-2.38,-0.4
1976-03-01,17.278,-1.24,-1.61,-1.56,0.32,-2.09,1.3,-1.78,-0.22
1976-04-01,21.177,-0.97,-1.44,-1.17,0.92,0.6,0.17,0.92,0.42
1976-05-01,25.478,-0.35,-1.81,-0.73,0.61,0.99,-1.15,0.58,-0.89
1976-06-01,26.889,-0.57,-1.9,-0.47,0.86,0.81,-1.04,-1.32,-0.46
1976-07-01,27.743,0.14,-1.1,-0.28,-1.58,-0.56,-1.89,-0.12,-0.77
1976-08-01,26.719,0.86,-0.67,-0.05,-0.68,-1.14,-0.43,-0.62,-0.46
1976-09-01,25.913,0.89,-0.66,0.18,-0.31,-0.72,-0.54,-0.04,0.37
1976-10-01,24.079,1.08,-0.34,0.35,2.24,-0.3,1.57,0.91,-0.45
1976-11-01,19.757,0.45,0.33,0.62,1.97,0.07,-0.46,1.72,-0.61
1976-12-01,14.91,0.11,0.43,0.81,-1.0,-0.83,1.67,0.21,1.59
1977-01-01,13.020999999999999,0.6,0.76,0.86,1.69,-1.52,-0.08,1.6,0.32
1977-02-01,16.169999999999998,0.65,0.82,0.85,0.96,-0.9,0.3,2.43,0.22
1977-03-01,16.489,-0.01,0.91,0.71,-0.48,-0.03,-0.09,-0.69,0.0
1977-04-01,20.84,0.78,0.78,0.64,-1.78,-1.21,-0.8,-0.32,1.04
1977-05-01,25.885,0.33,0.66,0.34,-0.49,0.23,0.61,-0.56,-1.01
1977-06-01,28.133000000000006,0.72,0.88,0.23,-1.73,1.82,0.38,0.57,-0.71
1977-07-01,28.84,1.2,0.56,0.21,0.45,1.53,0.14,-1.04,-0.39
1977-08-01,28.664,1.23,0.22,0.34,-1.01,2.19,0.94,2.2,-0.06
1977-09-01,26.267,0.85,-0.64,0.35,-1.21,1.47,1.11,-0.72,0.92
1977-10-01,21.638,0.86,-0.38,0.42,0.3,0.75,-0.29,1.25,1.19
1977-11-01,19.439,1.2,-0.19,0.57,-0.01,-1.4,2.34,-0.22,1.28
1977-12-01,13.469,1.33,-0.23,0.73,-1.13,-1.44,-1.11,-0.8,2.35
1978-01-01,12.878,1.18,-0.38,0.81,0.88,0.25,0.42,0.13,1.22
1978-02-01,15.853,0.63,-0.03,0.79,1.01,-1.84,0.04,1.4,0.1
1978-03-01,17.663999999999994,1.64,0.27,0.69,-0.87,-0.24,-1.57,-0.18,-0.66
1978-04-01,21.642,0.4,0.19,0.42,0.33,0.03,-1.72,-0.19,0.23
1978-05-01,26.576999999999998,0.11,0.25,0.06,-0.63,1.69,-1.0,-0.73,-1.11
1978-06-01,27.553,-1.0,0.14,-0.18,-0.98,-0.47,-1.25,-0.92,-1.08
1978-07-01,29.008000000000006,-0.43,0.0,-0.31,-0.24,-0.29,0.56,-2.43,0.08
1978-08-01,26.666,-0.45,-0.46,-0.29,1.22,0.05,-0.75,0.02,1.83
1978-09-01,25.768,-0.48,-0.94,-0.36,0.1,1.405,-0.27,1.38,0.97
1978-10-01,24.485,-0.34,-1.15,-0.42,-0.14,2.76,-0.42,0.69,-0.43
1978-11-01,17.000999999999998,0.16,-0.97,-0.42,0.38,0.48,-0.49,-0.48,0.17
1978-12-01,14.901,0.07,-0.86,-0.29,1.73,1.38,0.51,-1.02,0.96
1979-01-01,13.46,0.18,-1.02,-0.08,0.83,0.82,1.08,-1.54,0.77
1979-02-01,16.178,0.26,-0.72,0.0,1.42,-0.23,-0.21,-2.73,2.13
1979-03-01,18.925,-0.25,-0.41,0.03,1.1,0.5,-1.02,0.08,1.67
1979-04-01,22.652,0.32,-0.31,0.07,0.29,1.7,0.26,-0.15,-0.27
1979-05-01,25.029,0.47,0.01,0.2,-0.79,0.77,-2.94,1.27,-0.67
1979-06-01,28.678,-0.18,-0.32,0.28,-0.2,-0.48,0.33,-1.64,-0.01
1979-07-01,28.218000000000004,-0.08,-0.29,0.23,-0.1,0.43,-1.42,0.51,-0.15
1979-08-01,28.094,-0.66,-0.06,0.05,0.15,1.28,1.05,0.67,-1.26
1979-09-01,25.799,0.48,0.07,0.04,-0.83,1.7000000000000002,1.7,1.02,0.18
1979-10-01,24.096,0.37,-0.05,0.17,0.78,2.12,-1.11,1.85,-0.04
1979-11-01,20.035,0.37,-0.15,0.33,-0.44,-0.18,0.7,0.51,3.39
1979-12-01,13.504,0.5,-0.31,0.45,-0.42,0.83,0.6,-0.68,2.46
1980-01-01,12.568,0.81,0.13,0.52,-0.26,0.66,2.61,-1.01,0.66
1980-02-01,13.694,0.21,0.58,0.64,0.65,-0.87,3.06,2.03,0.92
1980-03-01,17.772000000000006,0.21,0.44,0.59,-1.54,-0.48,-1.54,-0.64,-0.76
1980-04-01,21.426,0.52,0.39,0.46,0.19,-0.24,-2.12,1.66,0.1
1980-05-01,25.464,0.86,0.43,0.34,0.31,1.82,-1.2,-0.16,1.3
1980-06-01,27.511,0.44,0.38,0.38,-0.3,0.58,0.41,-0.81,1.43
1980-07-01,28.653,0.64,0.03,0.48,-1.42,0.87,-2.01,-0.81,-0.66
1980-08-01,28.183000000000003,0.26,-0.18,0.46,0.3,0.92,-0.9,-2.03,-0.29
1980-09-01,25.252,-0.12,-0.2,0.25,0.24,0.7250000000000001,1.92,-0.08,0.85
1980-10-01,23.357,0.26,-0.15,0.03,-1.86,0.53,0.86,2.87,-0.13
1980-11-01,19.928,0.11,0.08,-0.07,0.45,0.86,1.11,1.28,1.56
1980-12-01,14.396,0.31,-0.23,0.02,1.18,0.15,1.13,-0.57,1.72
1981-01-01,11.59,0.33,-0.34,0.11,-0.04,-0.75,0.18,2.46,1.57
1981-02-01,13.847999999999999,-0.31,-0.18,-0.01,0.04,-0.7,0.42,0.21,0.35
1981-03-01,18.123,-0.03,-0.42,-0.26,1.35,1.59,0.84,1.27,0.71
1981-04-01,22.365,0.82,-0.1,-0.5,-1.17,-0.35,-1.38,-1.23,2.48
1981-05-01,24.362,0.18,0.01,-0.47,0.11,-0.15,-0.39,1.83,0.03
1981-06-01,27.989,-0.35,-0.71,-0.37,-1.13,0.43,-0.73,-0.1,-1.71
1981-07-01,28.333,-0.47,-0.88,-0.26,0.9,1.24,1.26,-1.02,-0.5
1981-08-01,27.94,-0.58,-0.59,-0.29,1.37,0.15,-1.34,-1.54,1.09
1981-09-01,25.714,-0.29,-0.52,-0.3,0.07,0.585,-0.07,0.08,0.72
1981-10-01,24.305,-0.19,-0.54,-0.25,-0.34,1.02,-0.39,-1.43,1.85
1981-11-01,17.375,0.32,-0.43,-0.16,-1.08,-0.03,-3.01,1.19,3.29
1981-12-01,15.083,-0.15,-0.6,-0.13,-2.09,0.03,0.79,-0.42,0.36
1982-01-01,13.954,-0.11,-0.73,-0.15,-0.73,-0.19,-1.41,-1.75,-1.39
1982-02-01,13.11,-0.36,-0.23,-0.08,-2.08,0.48,-0.52,-1.2,-1.68
1982-03-01,15.818,-0.06,-0.18,-0.05,-1.23,-0.82,0.63,-1.66,0.68
1982-04-01,22.152,0.0,-0.41,0.07,-1.62,-0.94,-0.08,-2.08,0.33
1982-05-01,23.695999999999998,0.47,-0.05,0.19,0.3,0.7,0.6,-0.53,-2.41
1982-06-01,27.408,1.05,0.2,0.47,1.32,-0.4,-1.65,2.17,-0.82
1982-07-01,27.65,1.74,0.0,0.66,0.75,-0.01,0.25,0.49,-0.3
1982-08-01,27.887,1.57,-0.1,0.72,-0.29,-1.5,0.24,0.31,0.35
1982-09-01,26.311,1.9,-0.01,0.79,0.1,-0.19499999999999984,-0.15,0.83,0.22
1982-10-01,24.134,2.04,0.39,1.07,2.17,1.11,0.08,-0.86,0.16
1982-11-01,16.891000000000002,2.22,0.54,1.58,-0.2,1.16,0.38,-0.47,-2.09
1982-12-01,13.414,2.69,0.41,1.97,-0.11,0.41,-1.27,0.45,0.82
1983-01-01,10.953,2.38,0.95,2.18,-0.49,-0.98,-0.96,0.87,-0.96
1983-02-01,12.785,2.76,1.89,2.23,0.53,-1.29,-0.53,1.44,-0.59
1983-03-01,15.445,3.08,2.3,2.18,0.16,0.1,-0.11,2.03,-0.79
1983-04-01,19.778,2.5,2.4,1.92,0.02,0.44,-1.55,0.98,-0.51
1983-05-01,25.133000000000006,1.57,2.86,1.54,1.31,0.54,0.86,-0.08,0.74
1983-06-01,27.628,0.66,3.0,1.29,0.47,0.54,0.8,2.1,0.03
1983-07-01,28.449,0.82,2.3,1.06,-0.03,-0.57,-0.04,0.82,-1.57
1983-08-01,27.611,0.39,1.68,0.72,-1.85,0.38,-0.44,0.5,0.84
1983-09-01,25.77,0.09,1.55,0.31,-0.36,0.03500000000000003,-1.34,-1.37,-0.52
1983-10-01,21.598000000000006,-0.67,1.73,-0.08,0.75,-0.31,1.18,0.26,0.67
1983-11-01,19.542,-0.77,1.52,-0.46,-0.98,-0.31,0.21,1.75,1.88
1983-12-01,14.264,-0.53,0.8,-0.81,0.98,-0.6,1.86,-0.61,0.05
1984-01-01,12.854,-0.37,0.65,-1.0,0.93,-0.46,-0.29,0.6,0.41
1984-02-01,14.849,-0.37,0.13,-0.91,0.37,0.63,1.55,0.73,-0.03
1984-03-01,17.694000000000006,-0.54,-0.61,-0.6,1.72,-0.95,1.56,1.08,0.53
1984-04-01,20.751,0.02,-1.03,-0.42,-0.98,-1.67,1.34,1.41,0.52
1984-05-01,26.264,-0.56,-0.84,-0.34,-2.06,-1.43,-1.04,0.37,1.42
1984-06-01,26.549,-0.39,-0.58,-0.43,-1.78,-0.56,0.59,-0.36,-0.05
1984-07-01,27.65,-0.28,-0.15,-0.51,-2.14,-0.57,-1.07,-2.61,-0.89
1984-08-01,26.978,-0.2,-0.23,-0.45,0.64,-0.5,-0.01,-1.14,-1.14
1984-09-01,26.298,-0.31,-0.49,-0.3,-1.72,-0.735,1.31,-0.02,1.09
1984-10-01,23.594,-0.21,-0.93,-0.16,-0.17,-0.97,1.22,-0.53,0.5
1984-11-01,18.355,-0.2,-1.17,-0.24,0.32,-1.41,1.95,0.39,-1.78
1984-12-01,14.009,-0.66,-0.78,-0.56,2.08,0.98,-0.95,-1.9,0.37
1985-01-01,14.979,-0.62,-0.41,-0.92,-0.63,-1.7,1.22,1.44,-1.0
1985-02-01,13.815,-0.19,-0.34,-1.14,-0.17,-0.64,-1.16,-0.99,-1.73
1985-03-01,17.491,-0.95,-0.67,-1.04,1.18,-0.76,0.18,-1.19,0.54
1985-04-01,21.641,-0.72,-0.99,-0.85,0.06,-0.1,1.42,-1.27,-0.41
1985-05-01,26.141,-1.08,-1.27,-0.77,-0.34,0.85,0.37,-0.82,-0.8
1985-06-01,28.131,-0.5,-1.26,-0.78,0.38,1.25,-0.79,1.28,-1.67
1985-07-01,27.877,-0.11,-0.9,-0.78,0.18,-0.49,-0.45,-0.19,-0.33
1985-08-01,28.432,-0.22,-0.78,-0.63,0.48,-0.94,0.55,-0.53,-1.04
1985-09-01,25.769,-0.64,-1.05,-0.49,-0.14,0.030000000000000027,-0.12,-0.63,-0.91
1985-10-01,21.462,-0.29,-1.07,-0.46,1.06,1.0,-0.04,-1.5,-1.73
1985-11-01,19.827,-0.01,-1.02,-0.4,1.71,-2.41,1.35,-1.83,0.8
1985-12-01,15.091,-0.02,-1.1,-0.35,0.63,-0.67,0.31,1.08,0.52
1986-01-01,13.627,-0.21,-0.88,-0.27,0.54,-1.64,0.43,0.6,0.24
1986-02-01,15.732,-0.73,-0.86,-0.36,1.69,-0.31,-0.2,0.41,0.17
1986-03-01,18.153,0.26,-0.8,-0.49,-0.88,-0.75,-0.09,0.51,-1.51
1986-04-01,22.20000000000001,-0.29,-0.7,-0.47,-0.05,1.93,-2.38,-0.15,0.16
1986-05-01,22.89,-0.29,-0.73,-0.31,-1.11,1.15,-1.0,-0.03,0.6
1986-06-01,28.247,0.05,-0.8,-0.2,-0.07,-0.22,-0.19,0.39,-0.61
1986-07-01,28.412,-0.31,-0.53,-0.12,1.35,-0.75,0.2,-0.35,-1.12
1986-08-01,28.408,0.2,-0.37,-0.04,-1.62,1.25,-0.4,-1.49,1.81
1986-09-01,27.502,0.59,-0.38,0.22,0.72,0.885,-0.5,-0.28,-0.53
1986-10-01,22.642,0.76,-0.6,0.44,-0.19,0.52,1.25,1.18,0.72
1986-11-01,17.237000000000002,0.3,-0.45,0.71,0.87,0.83,-0.74,-0.71,0.37
1986-12-01,13.18,1.35,-0.14,0.94,0.8,0.07,-0.36,1.06,0.24
1987-01-01,13.545,1.31,0.17,1.14,1.96,-1.56,1.49,0.63,0.31
1987-02-01,15.639,0.99,0.3,1.22,1.19,-1.17,-0.84,0.57,-0.4
1987-03-01,15.534,1.42,0.53,1.23,-0.05,0.23,0.11,0.85,0.09
1987-04-01,19.423,1.71,0.78,1.19,1.42,-0.35,0.78,1.54,-0.97
1987-05-01,25.047,1.84,0.92,1.06,0.82,2.55,-1.58,-1.02,-0.96
1987-06-01,27.092,1.97,1.02,0.95,-0.03,0.87,1.39,0.56,-0.36
1987-07-01,29.031,2.08,1.14,0.97,0.48,1.35,-0.79,-0.43,-1.97
1987-08-01,28.491,2.1,1.0,1.22,1.85,1.54,0.84,0.74,-1.16
1987-09-01,26.325,1.87,0.77,1.51,-0.18,0.3999999999999999,1.54,-2.6,0.04
1987-10-01,21.943,1.68,0.89,1.7,-0.96,-0.74,0.15,0.75,0.28
1987-11-01,18.043,1.14,0.86,1.65,-0.71,-0.49,-1.53,1.19,-0.08
1987-12-01,14.81,0.74,1.11,1.48,-0.98,0.73,-0.95,0.5,-0.04
1988-01-01,13.191999999999998,0.9,1.45,1.25,1.7,-0.68,2.2,0.03,-0.65
1988-02-01,14.202,0.54,1.66,1.11,-2.46,-0.26,2.27,1.37,0.69
1988-03-01,17.108,0.54,1.16,0.81,0.17,-1.09,0.83,0.38,-0.27
1988-04-01,21.783,0.18,0.99,0.54,1.22,0.94,-1.85,1.12,-0.56
1988-05-01,26.892,-0.31,1.0,0.14,-1.09,0.97,-1.27,0.61,-0.17
1988-06-01,28.966,-1.3,0.68,-0.31,-1.44,0.49,-0.26,1.31,1.57
1988-07-01,29.715,-1.11,-0.01,-0.88,-2.23,1.2,2.03,1.6,0.37
1988-08-01,28.858,-1.61,-0.15,-1.3,0.39,-0.67,0.96,-0.62,0.22
1988-09-01,26.909,-1.64,-0.65,-1.3,-1.03,0.22999999999999987,-1.53,-0.97,0.48
1988-10-01,21.812,-1.71,-1.57,-1.11,-1.14,1.13,0.55,0.89,1.77
1988-11-01,16.497,-1.86,-2.18,-1.19,-0.73,-0.13,-1.19,0.11,1.73
1988-12-01,13.88,-2.06,-2.06,-1.48,0.54,0.26,-1.04,0.33,0.6
1989-01-01,11.11,-1.47,-1.48,-1.8,0.39,-0.63,0.66,-1.57,-0.49
1989-02-01,12.972999999999999,-1.55,-1.09,-1.85,0.19,-1.16,0.06,-1.71,1.44
1989-03-01,16.965999999999998,-1.23,-1.55,-1.69,1.19,-0.93,0.21,-1.56,0.93
1989-04-01,23.602,-1.14,-1.67,-1.43,0.75,0.1,0.68,-0.77,0.15
1989-05-01,25.799,-1.66,-1.61,-1.08,1.14,0.44,0.42,-0.04,1.75
1989-06-01,27.569000000000006,-1.26,-1.44,-0.83,-0.23,-0.19,-0.58,-0.56,1.83
1989-07-01,28.326,-0.74,-0.96,-0.58,-0.28,0.99,-1.42,-0.59,0.3
1989-08-01,28.435,-0.64,-1.01,-0.4,-1.11,-1.31,0.64,-0.27,0.53
1989-09-01,26.465999999999998,-0.04,-0.86,-0.31,-0.04,-1.56,1.19,0.41,-0.2
1989-10-01,22.632,-0.4,-0.83,-0.27,-1.2,-1.81,-0.32,-1.08,-0.15
1989-11-01,18.666,-0.51,-0.32,-0.24,-2.04,2.34,-0.07,-0.7,-0.25
1989-12-01,14.587,0.06,-0.45,-0.22,0.05,0.6,-0.82,0.57,-1.47
1990-01-01,12.948,0.27,-0.4,-0.16,-1.12,1.29,-0.66,-1.09,0.78
1990-02-01,13.8,0.15,-0.3,-0.05,0.99,0.45,-0.49,-2.78,-0.83
1990-03-01,16.666999999999998,1.12,-0.4,0.14,0.55,0.09,0.48,0.04,-0.56
1990-04-01,22.09800000000001,0.61,-0.59,0.21,0.07,-1.23,0.85,-0.62,-0.96
1990-05-01,24.454,0.32,-0.38,0.28,0.18,1.32,1.82,0.27,-0.67
1990-06-01,27.159,-0.29,-0.29,0.29,-0.14,0.66,1.54,-1.39,1.26
1990-07-01,28.693,0.12,0.01,0.29,-0.03,0.0,0.16,-0.26,0.53
1990-08-01,27.483,0.03,-0.28,0.31,-1.11,-0.04,1.33,1.76,-1.98
1990-09-01,25.528,0.47,-0.1,0.33,2.25,-0.30999999999999994,0.03,-0.46,-0.28
1990-10-01,23.438,0.55,0.16,0.38,-0.54,-0.58,1.0,-0.91,0.36
1990-11-01,20.635,0.17,-0.04,0.39,0.54,-1.86,-0.11,-1.66,-0.62
1990-12-01,16.291,0.4,0.01,0.35,0.45,0.03,2.15,-1.62,0.89
1991-01-01,13.257,0.4,0.11,0.4,0.33,1.72,0.48,0.2,2.52
1991-02-01,14.874,0.12,0.12,0.41,0.66,0.21,0.03,1.13,0.44
1991-03-01,18.857,0.23,-0.14,0.41,1.24,0.71,-1.15,-1.21,1.5
1991-04-01,22.581,0.64,-0.2,0.26,-0.63,0.88,0.7,0.38,-0.47
1991-05-01,25.034,0.86,-0.08,0.22,0.93,-0.39,1.16,-0.63,-1.98
1991-06-01,27.761,1.37,0.13,0.26,-0.67,0.78,1.13,-0.92,1.37
1991-07-01,27.884,0.94,0.0,0.45,0.3,-0.43,2.03,0.28,0.24
1991-08-01,28.072,0.71,-0.16,0.64,-1.28,-0.76,-1.37,-0.28,-0.13
1991-09-01,25.793000000000006,0.82,-0.05,0.73,-0.81,-0.605,0.29,1.15,-0.84
1991-10-01,24.087,1.02,0.24,0.64,-1.17,-0.45,0.56,-2.35,0.17
1991-11-01,19.01,1.28,0.68,0.62,1.35,0.31,1.12,0.22,0.77
1991-12-01,12.608,1.0,0.83,0.79,0.43,-0.38,1.18,0.17,0.42
1992-01-01,12.162,1.82,0.51,1.21,0.48,-0.14,0.76,0.99,0.59
1992-02-01,11.969,2.12,0.36,1.53,-0.86,-1.13,-0.39,0.09,0.68
1992-03-01,16.340999999999998,1.51,0.61,1.71,-0.69,1.02,0.11,0.46,0.11
1992-04-01,20.255000000000006,2.22,0.95,1.63,1.99,-0.58,0.49,-0.29,0.59
1992-05-01,24.456,2.05,1.25,1.48,2.49,-0.81,0.74,1.2,0.61
1992-06-01,28.63,1.19,1.37,1.29,0.92,1.2,-0.61,1.36,-1.3
1992-07-01,28.4,1.18,1.27,1.06,-0.7,1.24,0.17,0.38,-0.78
1992-08-01,28.587,0.69,1.05,0.73,0.77,1.01,0.12,-0.37,1.83
1992-09-01,25.761,-0.08,1.17,0.37,1.53,0.42000000000000004,-0.52,-1.13,0.7
1992-10-01,24.164,-0.02,1.19,0.09,1.55,-0.17,-0.46,0.4,0.56
1992-11-01,19.235,0.75,0.55,-0.13,1.15,0.7,1.46,0.8,0.63
1992-12-01,13.374,0.36,-0.06,-0.25,0.99,1.28,0.61,-1.53,-1.73
1993-01-01,12.32,0.41,-0.08,-0.28,-1.4,1.46,0.3,-1.48,-1.15
1993-02-01,13.033,0.59,-0.07,-0.13,1.53,1.02,0.37,0.44,-0.58
1993-03-01,16.247,0.74,-0.34,0.09,0.13,-0.14,0.34,0.94,-0.32
1993-04-01,21.487,0.81,-0.46,0.3,0.36,1.83,-0.66,1.26,-0.94
1993-05-01,24.313,1.71,-0.36,0.5,0.64,0.43,0.77,2.43,0.29
1993-06-01,28.149,1.2,-0.11,0.67,1.83,-0.87,0.51,0.66,0.35
1993-07-01,28.784,1.39,0.39,0.7,0.43,0.59,1.88,-0.28,-0.81
1993-08-01,28.582,0.94,0.4,0.57,0.39,0.3,2.49,-0.17,1.12
1993-09-01,26.75,0.92,0.84,0.32,-0.87,-0.175,0.51,-0.97,-0.62
1993-10-01,25.56,0.65,1.07,0.25,0.87,-0.65,0.19,-0.17,-0.21
1993-11-01,19.782,0.96,0.44,0.15,-0.21,2.12,0.97,-0.35,-0.17
1993-12-01,16.435,0.24,0.24,0.1,-0.33,0.21,-0.28,0.42,1.17
1994-01-01,14.675,0.12,0.24,0.04,2.23,0.71,-1.4,-0.8,1.19
1994-02-01,14.614,0.16,0.32,0.06,0.99,0.37,1.12,-1.27,-1.02
1994-03-01,16.918,-0.07,0.13,0.06,0.58,1.59,0.35,0.23,0.81
1994-04-01,22.792,0.52,-0.01,0.07,-0.95,0.73,1.35,-0.7,1.26
1994-05-01,25.479,1.1,0.09,0.17,-1.21,0.66,0.12,0.48,0.08
1994-06-01,27.207,0.89,0.2,0.31,1.14,2.48,0.3,-1.36,-0.22
1994-07-01,28.969,0.83,-0.08,0.42,-1.77,2.44,0.91,-0.06,0.24
1994-08-01,28.654,1.11,-0.35,0.41,-0.82,0.31,-0.67,-1.38,-0.48
1994-09-01,27.578000000000007,1.33,-0.38,0.44,0.82,1.345,-0.29,-2.02,-1.67
1994-10-01,25.965,1.18,-0.1,0.43,-0.15,2.38,-3.14,-0.09,0.96
1994-11-01,18.262,1.29,-0.06,0.55,1.69,0.47,0.03,-1.61,0.04
1994-12-01,13.143,1.02,-0.28,0.74,0.79,-1.06,-0.41,0.39,-0.31
1995-01-01,12.824000000000002,1.33,-0.26,1.01,-0.82,0.98,-0.26,0.2,0.52
1995-02-01,14.708,0.84,-0.05,1.09,-0.25,-0.76,2.56,0.68,-0.44
1995-03-01,17.895,0.7,0.52,0.96,2.17,-0.14,1.36,0.03,1.14
1995-04-01,20.057000000000002,0.44,0.89,0.72,1.35,0.9,0.7,0.04,0.83
1995-05-01,24.272,0.96,0.82,0.53,-1.11,0.83,0.08,0.09,0.89
1995-06-01,29.641,0.63,0.77,0.3,-0.6,0.24,0.92,0.9,0.47
1995-07-01,29.154,0.28,0.45,0.14,0.56,-0.4,1.1,-0.74,-1.16
1995-08-01,28.489,0.0,-0.03,-0.03,-1.18,-2.04,-0.48,-0.33,-0.22
1995-09-01,27.371,-0.2,-0.4,-0.24,-0.82,-0.5049999999999999,1.84,1.22,-0.14
