horizon,mse,rmse,mae,mape,mdape,coverage,Model
365 days,0.14286906955396836,0.377980250216818,0.2961004090278017,0.01075478396355285,0.006155526691334735,0.7027027027027026,indices
365 days,0.129842477912596,0.360336617501741,0.26368423085117204,0.009564399940405102,0.005451607267410574,0.7207207207207207,tele_diff
365 days,0.1041512754141858,0.32272476727729743,0.2483162099189716,0.009030160740687106,0.006648095177822024,0.6126126126126124,lagged_tele
365 days,0.10845846406258998,0.3293303266669955,0.2679161751858631,0.009715830889577575,0.007063207646229831,0.7207207207207207,elnino_cat
365 days,0.12253538131441488,0.35005054108573364,0.28035326840527675,0.010168328818989165,0.006134720597373517,0.6036036036036034,lagged_elnino
365 days,0.13567210025044055,0.3683369384822008,0.2937757695238019,0.01067592596743004,0.007318549693016883,0.6666666666666665,ideal_lag
365 days,0.10974178543889272,0.33127297722406024,0.2465453034695966,0.008935453816728408,0.0041334174658968475,0.5045045045045043,overfitted
