ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,BEST,BEST_lower,BEST_upper,BEST_Category,BEST_Category_lower,BEST_Category_upper,EA,EA_lower,EA_upper,EPNP,EPNP_lower,EPNP_upper,NAO,NAO_lower,NAO_upper,NINA,NINA_lower,NINA_upper,NINA_Category,NINA_Category_lower,NINA_Category_upper,ONI,ONI_lower,ONI_upper,ONI_Category,ONI_Category_lower,ONI_Category_upper,PNA,PNA_lower,PNA_upper,WP,WP_lower,WP_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1970-01-01,25.56317989577949,12.548261767956044,14.910561093084869,25.56317989577949,25.56317989577949,-0.002305429098987821,-0.002305429098987821,-0.002305429098987821,0.0006666116794371059,0.0006666116794371059,0.0006666116794371059,0.020924171502364475,0.020924171502364475,0.020924171502364475,0.00041291655562108727,0.00041291655562108727,0.00041291655562108727,0.47134173491022924,0.47134173491022924,0.47134173491022924,0.11833488357927487,0.11833488357927487,0.11833488357927487,0.005564877016502545,0.005564877016502545,0.005564877016502545,-0.10929822498429015,-0.10929822498429015,-0.10929822498429015,0.005185173327604089,0.005185173327604089,0.005185173327604089,-0.0011546294654271724,-0.0011546294654271724,-0.0011546294654271724,0.026906419759402216,0.026906419759402216,0.026906419759402216,-11.852795197203053,-11.852795197203053,-11.852795197203053,0.5365785047817305,0.5365785047817305,0.5365785047817305,-12.389373701984782,-12.389373701984782,-12.389373701984782,0.0,0.0,0.0,13.710384698576439
1970-02-01,25.56345837979385,15.149786811412685,17.50078121730662,25.56345837979385,25.56345837979385,0.011921495209239805,0.011921495209239805,0.011921495209239805,0.0006666116794371059,0.0006666116794371059,0.0006666116794371059,0.14696144005469186,0.14696144005469186,0.14696144005469186,0.001010553202738399,0.001010553202738399,0.001010553202738399,-0.06693302962454563,-0.06693302962454563,-0.06693302962454563,0.27687127321027233,0.27687127321027233,0.27687127321027233,0.005564877016502545,0.005564877016502545,0.005564877016502545,-0.20641566037933587,-0.20641566037933587,-0.20641566037933587,0.0003600814810836173,0.0003600814810836173,0.0003600814810836173,-0.007496127954426596,-0.007496127954426596,-0.007496127954426596,-2.9242958487566414e-05,-2.9242958487566414e-05,-2.9242958487566414e-05,-9.252290642851305,-9.252290642851305,-9.252290642851305,0.16248227093717,0.16248227093717,0.16248227093717,-9.414772913788477,-9.414772913788477,-9.414772913788477,0.0,0.0,0.0,16.311167736942544
1970-03-01,25.5637099137423,20.00871208051509,22.418563124605445,25.5637099137423,25.5637099137423,0.2359955530638247,0.2359955530638247,0.2359955530638247,0.0006666116794371059,0.0006666116794371059,0.0006666116794371059,0.5238253519636312,0.5238253519636312,0.5238253519636312,0.0010262804829256965,0.0010262804829256965,0.0010262804829256965,0.2912104160698518,0.2912104160698518,0.2912104160698518,0.13343358735365557,0.13343358735365557,0.13343358735365557,0.005564877016502545,0.005564877016502545,0.005564877016502545,-0.23497961196611405,-0.23497961196611405,-0.23497961196611405,0.0003600814810836173,0.0003600814810836173,0.0003600814810836173,-0.0037909827698426623,-0.0037909827698426623,-0.0037909827698426623,0.0036774996173688256,0.0036774996173688256,0.0036774996173688256,-4.4218304502048795,-4.4218304502048795,-4.4218304502048795,0.9569896639923244,0.9569896639923244,0.9569896639923244,-5.378820114197204,-5.378820114197204,-5.378820114197204,0.0,0.0,0.0,21.14187946353742
1970-06-01,25.564536382430074,33.43095851691913,35.794436250753215,25.564536382430074,25.564536382430074,0.1435205450603452,0.1435205450603452,0.1435205450603452,0.0006666116794371059,0.0006666116794371059,0.0006666116794371059,0.025915746494535857,0.025915746494535857,0.025915746494535857,-0.0006565384971151547,-0.0006565384971151547,-0.0006565384971151547,0.3229982958652126,0.3229982958652126,0.3229982958652126,0.07303877225613271,0.07303877225613271,0.07303877225613271,0.005564877016502545,0.005564877016502545,0.005564877016502545,-0.2921075151396704,-0.2921075151396704,-0.2921075151396704,0.0003600814810836173,0.0003600814810836173,0.0003600814810836173,0.004403088311448726,0.004403088311448726,0.004403088311448726,-0.010655238342609223,-0.010655238342609223,-0.010655238342609223,9.127952817223024,9.127952817223024,9.127952817223024,0.2730487261853035,0.2730487261853035,0.2730487261853035,8.85490409103772,8.85490409103772,8.85490409103772,0.0,0.0,0.0,34.692489199653096
1970-07-01,25.564805883089132,33.80548143732392,36.17379116300615,25.564805883089132,25.564805883089132,0.2537792084491092,0.2537792084491092,0.2537792084491092,0.0006666116794371059,0.0006666116794371059,0.0006666116794371059,0.02841153399062155,0.02841153399062155,0.02841153399062155,-0.0008452658593627266,-0.0008452658593627266,-0.0008452658593627266,-0.2428259644922083,-0.2428259644922083,-0.2428259644922083,-0.09304696926205512,-0.09304696926205512,-0.09304696926205512,0.005564877016502545,0.005564877016502545,0.005564877016502545,-0.3777993699000048,-0.3777993699000048,-0.3777993699000048,0.0003600814810836173,0.0003600814810836173,0.0003600814810836173,0.0032630436392690546,0.0032630436392690546,0.0032630436392690546,0.0019476864153025093,0.0019476864153025093,0.0019476864153025093,9.446476276536453,9.446476276536453,9.446476276536453,-0.42052452684230535,-0.42052452684230535,-0.42052452684230535,9.867000803378758,9.867000803378758,9.867000803378758,0.0,0.0,0.0,35.01128215962559
1970-08-01,25.565084367103488,33.3483139857426,35.68458381457369,25.565084367103488,25.565084367103488,0.12573688967506066,0.12573688967506066,0.12573688967506066,0.0006666116794371059,0.0006666116794371059,0.0006666116794371059,-0.04147051589977781,-0.04147051589977781,-0.04147051589977781,-0.0010811750621721916,-0.0010811750621721916,-0.0010811750621721916,-0.4038845554553692,-0.4038845554553692,-0.4038845554553692,-0.27423141455462374,-0.27423141455462374,-0.27423141455462374,0.005564877016502545,0.005564877016502545,0.005564877016502545,-0.22926682164875842,-0.22926682164875842,-0.22926682164875842,0.0003600814810836173,0.0003600814810836173,0.0003600814810836173,-0.0019384101775506966,-0.0019384101775506966,-0.0019384101775506966,0.00170057024357875,0.00170057024357875,0.00170057024357875,8.968281074948756,8.968281074948756,8.968281074948756,-0.8178438627025895,-0.8178438627025895,-0.8178438627025895,9.786124937651344,9.786124937651344,9.786124937651344,0.0,0.0,0.0,34.533365442052244
1970-09-01,25.565362851117847,30.64523084836094,33.100426852367804,25.565362851117847,25.565362851117847,0.17908785583091424,0.17908785583091424,0.17908785583091424,0.0006666116794371059,0.0006666116794371059,0.0006666116794371059,-0.1400541219951626,-0.1400541219951626,-0.1400541219951626,-0.0021820846752830286,-0.0021820846752830286,-0.0021820846752830286,-0.035145149829184895,-0.035145149829184895,-0.035145149829184895,-0.45164118390359714,-0.45164118390359714,-0.45164118390359714,0.005564877016502545,0.005564877016502545,0.005564877016502545,-0.04074474117602259,-0.04074474117602259,-0.04074474117602259,0.0003600814810836173,0.0003600814810836173,0.0003600814810836173,-0.0055723025701233985,-0.0055723025701233985,-0.0055723025701233985,-0.01226149345881366,-0.01226149345881366,-0.01226149345881366,6.291939754238266,6.291939754238266,6.291939754238266,-0.5019216516002498,-0.5019216516002498,-0.5019216516002498,6.793861405838515,6.793861405838515,6.793861405838515,0.0,0.0,0.0,31.85730260535611
1970-10-01,25.5656323517769,24.898685626252515,27.28324381508121,25.5656323517769,25.5656323517769,0.019034957363353575,0.019034957363353575,0.019034957363353575,0.0006666116794371059,0.0006666116794371059,0.0006666116794371059,-0.2960408405005184,-0.2960408405005184,-0.2960408405005184,0.0015138261687319247,0.0015138261687319247,0.0015138261687319247,-0.007595654006538935,-0.007595654006538935,-0.007595654006538935,-0.37992234097528876,-0.37992234097528876,-0.37992234097528876,-0.04996549150987392,-0.04996549150987392,-0.04996549150987392,0.03352153294960062,0.03352153294960062,0.03352153294960062,0.0003600814810836173,0.0003600814810836173,0.0003600814810836173,0.003975571559381349,0.003975571559381349,0.003975571559381349,-0.012385051544675544,-0.012385051544675544,-0.012385051544675544,0.49099673442520614,0.49099673442520614,0.49099673442520614,-0.6868367973353073,-0.6868367973353073,-0.6868367973353073,1.1778335317605135,1.1778335317605135,1.1778335317605135,0.0,0.0,0.0,26.056629086202108
1970-11-01,25.56591083579126,18.791668539905,21.161721765990077,25.56591083579126,25.56591083579126,-0.041429470946613756,-0.041429470946613756,-0.041429470946613756,0.0006666116794371059,0.0006666116794371059,0.0006666116794371059,0.018428384006278782,0.018428384006278782,0.018428384006278782,-0.00037344745374379645,-0.00037344745374379645,-0.00037344745374379645,-0.020310805924683224,-0.020310805924683224,-0.020310805924683224,-0.2025125716263153,-0.2025125716263153,-0.2025125716263153,-0.04996549150987392,-0.04996549150987392,-0.04996549150987392,0.03923432326695626,0.03923432326695626,0.03923432326695626,0.0003600814810836173,0.0003600814810836173,0.0003600814810836173,0.002479262927145531,0.002479262927145531,0.002479262927145531,0.018628028006656274,0.018628028006656274,0.018628028006656274,-5.616037949030743,-5.616037949030743,-5.616037949030743,-0.23479509609367244,-0.23479509609367244,-0.23479509609367244,-5.3812428529370715,-5.3812428529370715,-5.3812428529370715,0.0,0.0,0.0,19.949872886760517
1970-12-01,25.56618033645032,13.570263621580034,15.939764625115874,25.56618033645032,25.56618033645032,0.05460226813392264,0.05460226813392264,0.05460226813392264,0.0006666116794371059,0.0006666116794371059,0.0006666116794371059,-0.053949453380206264,-0.053949453380206264,-0.053949453380206264,-0.0010811750621721916,-0.0010811750621721916,-0.0010811750621721916,0.09624475332497275,0.09624475332497275,0.09624475332497275,-0.2025125716263153,-0.2025125716263153,-0.2025125716263153,-0.10549586003625039,-0.10549586003625039,-0.10549586003625039,0.022095952314889346,0.022095952314889346,0.022095952314889346,0.0003600814810836173,0.0003600814810836173,0.0003600814810836173,0.00646941927977438,0.00646941927977438,0.00646941927977438,-0.017203816893288853,-0.017203816893288853,-0.017203816893288853,-10.890987708441047,-10.890987708441047,-10.890987708441047,-0.1998037907841532,-0.1998037907841532,-0.1998037907841532,-10.691183917656891,-10.691183917656891,-10.691183917656891,0.0,0.0,0.0,14.675192628009272
