horizon,mse,rmse,mae,mape,mdape,coverage,Model
365 days,0.616626677763652,0.7852558040305414,0.650882222044343,0.026684393502468227,0.018843336441095232,0.8378378378378378,indices
365 days,0.7216199289289066,0.849482153390468,0.7363188796580517,0.030098512026616446,0.02333019734937862,0.8108108108108109,tele_diff
365 days,0.5443986169706502,0.7378337326055581,0.6416097644493776,0.02484003575978288,0.024349669914703675,0.9819819819819819,lagged_tele
365 days,0.6065005733815967,0.7787814670249907,0.6597275612422017,0.02752667048581252,0.019276972011718466,0.9099099099099098,elnino_cat
365 days,0.7175563265851258,0.8470869651842872,0.715129401957118,0.030367041659794564,0.021840669453401497,0.8828828828828827,lagged_elnino
365 days,0.7268922797081557,0.8525797790870692,0.7285680072929763,0.029395010539289435,0.025430276765874914,0.8198198198198199,ideal_lag
365 days,0.8131847153686839,0.9017675506296974,0.8144347341894738,0.03293668413632378,0.031746040513726745,0.8198198198198198,overfitted
