ds,AverageTemperature,BEST_Category,BEST,BEST_Category_t-1,BEST_Category_t-2,BEST_Category_t-3,BEST_Category_t-4,BEST_Category_t-5,BEST_Category_t-6,BEST_Category_t-7,BEST_Category_t-8,BEST_Category_t-9,BEST_Category_t-10,BEST_Category_t-11,BEST_Category_t-12,NINA_Category,NINA,NINA_Category_t-1,NINA_Category_t-2,NINA_Category_t-3,NINA_Category_t-4,NINA_Category_t-5,NINA_Category_t-6,NINA_Category_t-7,NINA_Category_t-8,NINA_Category_t-9,NINA_Category_t-10,NINA_Category_t-11,NINA_Category_t-12,ONI_Category,ONI,ONI_Category_t-1,ONI_Category_t-2,ONI_Category_t-3,ONI_Category_t-4,ONI_Category_t-5,ONI_Category_t-6,ONI_Category_t-7,ONI_Category_t-8,ONI_Category_t-9,ONI_Category_t-10,ONI_Category_t-11,ONI_Category_t-12,EA,EPNP,NAO,PNA,WP
1971-04-01,10.649000000000001,-1.0,1.69,-1.0,-1.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-2.0,1.04,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-1.0,0.85,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.66,-1.95,-0.41,0.23,-0.08
1971-05-01,14.957,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-2.0,1.12,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,-1.0,-0.0,-0.0,-0.0,-1.0,0.73,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.72,-1.14,0.51,1.09,0.76
1971-06-01,15.140999999999998,-1.0,0.67,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.0,1.24,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,-1.0,-0.0,-0.0,-1.0,0.74,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.95,-0.28,-1.28,0.51,1.64
1971-07-01,19.705,-0.0,0.42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.0,1.12,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,-1.0,-0.0,-1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,0.02,2.19,0.27,-1.74,0.77
1971-08-01,18.273,-0.0,1.1,-0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-2.0,1.33,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,-1.0,-1.0,0.77,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0,-0.0,-0.0,1.67,1.78,1.87,-0.81,-0.87
1971-09-01,15.425999999999998,-0.0,1.13,-0.0,-0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0,-0.0,-0.0,-2.0,1.04,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,-1.0,0.82,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0,-0.0,-0.3,-0.39,0.53,0.15,-0.48
1971-10-01,11.531,-0.0,1.26,-0.0,-0.0,-0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0,-0.0,-2.0,1.33,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,0.85,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0,1.94,-0.49,1.14,-1.35,0.86
1971-11-01,5.595,-0.0,0.69,-0.0,-0.0,-0.0,-0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0,-2.0,1.31,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,0.96,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.35,-0.34,-0.34,-0.26,0.31
1971-12-01,4.561,-0.0,0.47,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,1.48,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,0.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.63,-0.4,0.47,-1.76,0.45
1972-01-01,2.697,-0.0,0.41,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.73,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,0.71,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.56,-0.46,-0.19,-2.46,-0.05
1972-02-01,5.3439999999999985,-0.0,0.47,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.52,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-0.0,0.35,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.07,0.15,-0.08,-2.27,-2.26
1972-03-01,8.509,-0.0,0.2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-1.0,-1.0,-1.0,-0.0,0.29,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.06,-0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.15,-1.36,0.35,-0.1,-1.87
1972-04-01,9.21,0.0,0.44,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-1.0,-1.0,0.0,0.0,-0.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.41,0.0,-0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.57,-1.52,-0.38,-1.95,-0.01
1972-05-01,12.325,0.0,1.56,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-1.0,0.0,0.21,0.0,-0.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.67,0.0,0.0,-0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03,0.31,0.93,0.21,1.23
1972-06-01,14.303,0.0,1.23,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,0.0,0.61,0.0,0.0,-0.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.92,0.0,0.0,0.0,-0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.91,-2.96,1.19,-0.15,2.06
1972-07-01,18.246,0.0,1.7,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.2,0.0,0.0,0.0,-0.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,1.13,0.0,0.0,0.0,0.0,-0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.16,2.2,0.21,-1.13,-0.32
1972-08-01,16.994,0.0,1.47,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.63,0.0,0.0,0.0,0.0,-0.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.63,1.76,1.57,-0.04,1.09
1972-09-01,13.145,2.0,1.6,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,1.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.22,0.93,0.03,0.13,-1.61
1972-10-01,10.408,2.0,1.59,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,-1.0,-2.0,-2.0,-2.0,1.0,1.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,-1.0,-1.0,-1.0,0.47,1.48,1.7,-1.49,0.51
1972-11-01,6.872000000000001,2.0,1.18,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.0,1.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,-1.0,-2.0,-2.0,2.0,2.09,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,-1.0,-1.0,-0.07,-0.32,0.43,0.53,0.19
1972-12-01,4.247,2.0,1.84,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,2.0,2.25,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,-1.0,-2.0,2.0,2.12,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,-1.0,-0.21,-0.56,0.09,-0.86,0.71
1973-01-01,2.8080000000000003,2.0,1.06,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,2.0,1.78,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,-1.0,3.0,1.84,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,1.06,-0.8,-0.46,-0.88,0.47
1973-02-01,3.297,2.0,1.39,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.79,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,2.0,1.25,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.89,0.95,0.52,-0.14,1.12
1973-03-01,6.396999999999999,0.0,0.46,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.09,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.54,2.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35,-1.94,-0.09,0.53,0.56
1973-04-01,7.846000000000001,0.0,0.17,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.83,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.1,1.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.32,0.6,-0.73,0.11,1.33
1973-05-01,13.598,-0.0,0.45,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,-0.0,1.32,-0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.54,-0.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.71,-1.49,-0.36,0.67,0.71
1973-06-01,17.685,-0.0,1.07,-0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,-0.0,1.41,-0.0,-0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.87,-0.0,-0.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.3,0.7,1.01,-1.34
1973-07-01,18.131,-0.0,1.05,-0.0,-0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,-0.0,1.66,-0.0,-0.0,-0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,-0.0,1.11,-0.0,-0.0,-0.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.35,-1.27,0.6,-0.26,0.42
1973-08-01,20.271,-0.0,1.4,-0.0,-0.0,-0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,-1.0,1.62,-0.0,-0.0,-0.0,-0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,-0.0,1.28,-0.0,-0.0,-0.0,-0.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,1.67,-0.1,-0.2,-0.95,0.06
1973-09-01,16.67,-0.0,1.46,-0.0,-0.0,-0.0,-0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,1.52,-1.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,-1.0,1.45,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.91,0.68,-0.15,-0.27,0.06
1973-10-01,10.238,-2.0,1.33,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,-2.0,1.69,-2.0,-1.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,2.0,2.0,2.0,1.0,-1.0,1.71,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,2.0,3.0,2.0,2.0,1.0,1.34,-0.62,-0.84,-0.74,0.9
1973-11-01,6.0920000000000005,-2.0,2.46,-2.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,2.0,2.0,2.0,2.0,-3.0,1.82,-2.0,-2.0,-1.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,2.0,2.0,2.0,-2.0,1.95,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,2.0,3.0,2.0,2.0,-0.34,-0.27,-1.11,-1.66,0.29
1973-12-01,3.791,-2.0,1.89,-2.0,-2.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,2.0,2.0,2.0,-3.0,1.85,-3.0,-2.0,-2.0,-1.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,2.0,2.0,-2.0,2.03,-2.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,2.0,3.0,2.0,-0.34,-0.46,0.21,0.23,0.43
1974-01-01,6.65,-2.0,1.96,-2.0,-2.0,-2.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,2.0,2.0,-3.0,1.8,-3.0,-3.0,-2.0,-2.0,-1.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,2.0,-2.0,1.84,-2.0,-2.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,2.0,3.0,0.47,-0.65,1.05,-1.54,-3.37
1974-02-01,5.377000000000002,-2.0,1.66,-2.0,-2.0,-2.0,-2.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,2.0,-2.0,1.34,-3.0,-3.0,-3.0,-2.0,-2.0,-1.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,-3.0,1.55,-2.0,-2.0,-2.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,2.0,-1.65,-1.12,-0.6,-1.5,-0.78
1974-03-01,7.3370000000000015,-3.0,1.82,-2.0,-2.0,-2.0,-2.0,-2.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-1.0,0.96,-2.0,-3.0,-3.0,-3.0,-2.0,-2.0,-1.0,-0.0,-0.0,-0.0,-0.0,0.0,-2.0,1.23,-3.0,-2.0,-2.0,-2.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.86,0.32,-0.43,-1.1,-1.26
1974-04-01,10.021,-2.0,1.23,-3.0,-2.0,-2.0,-2.0,-2.0,-2.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-1.0,0.81,-1.0,-2.0,-3.0,-3.0,-3.0,-2.0,-2.0,-1.0,-0.0,-0.0,-0.0,-0.0,-2.0,1.03,-2.0,-3.0,-2.0,-2.0,-2.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.3,-0.41,0.41,-0.73,-0.19
1974-05-01,12.653,-2.0,1.18,-2.0,-3.0,-2.0,-2.0,-2.0,-2.0,-2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,0.89,-1.0,-1.0,-2.0,-3.0,-3.0,-3.0,-2.0,-2.0,-1.0,-0.0,-0.0,-0.0,-1.0,0.91,-2.0,-2.0,-3.0,-2.0,-2.0,-2.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,0.72,0.03,-0.17,-0.4,0.36
1974-06-01,16.175,-1.0,0.58,-2.0,-2.0,-3.0,-2.0,-2.0,-2.0,-2.0,-2.0,-0.0,-0.0,-0.0,-0.0,-1.0,0.84,-1.0,-1.0,-1.0,-2.0,-3.0,-3.0,-3.0,-2.0,-2.0,-1.0,-0.0,-0.0,-1.0,0.77,-1.0,-2.0,-2.0,-3.0,-2.0,-2.0,-2.0,-1.0,-1.0,-0.0,-0.0,-0.0,1.81,-2.29,0.17,-1.36,-0.13
1974-07-01,17.308,-1.0,0.93,-1.0,-2.0,-2.0,-3.0,-2.0,-2.0,-2.0,-2.0,-2.0,-0.0,-0.0,-0.0,-1.0,0.59,-1.0,-1.0,-1.0,-1.0,-2.0,-3.0,-3.0,-3.0,-2.0,-2.0,-1.0,-0.0,-1.0,0.53,-1.0,-1.0,-2.0,-2.0,-3.0,-2.0,-2.0,-2.0,-1.0,-1.0,-0.0,-0.0,0.33,-1.52,-0.73,-0.09,0.81
1974-08-01,18.691000000000006,-0.0,0.47,-1.0,-1.0,-2.0,-2.0,-3.0,-2.0,-2.0,-2.0,-2.0,-2.0,-0.0,-0.0,-0.0,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-3.0,-3.0,-3.0,-2.0,-2.0,-1.0,-0.0,0.37,-1.0,-1.0,-1.0,-2.0,-2.0,-3.0,-2.0,-2.0,-2.0,-1.0,-1.0,-0.0,0.94,2.42,-0.95,0.9,0.24
1974-09-01,14.155,-0.0,0.7,-0.0,-1.0,-1.0,-2.0,-2.0,-3.0,-2.0,-2.0,-2.0,-2.0,-2.0,-0.0,-0.0,0.63,-0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-3.0,-3.0,-3.0,-2.0,-2.0,-0.0,0.41,-0.0,-1.0,-1.0,-1.0,-2.0,-2.0,-3.0,-2.0,-2.0,-2.0,-1.0,-1.0,-0.55,2.56,0.95,0.35,-0.4
